ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,ap employees,ap assembly session today,high court,alliance,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,jogi ramesh ,roja,nellore ,yuvashakti,tadepalli,suprem court,ap development,tadipatri,nandigama,High Court
SbmrzNMfULk,2023-01-04,0.9955833554267884,1127.0,Sakshi,334.0,7.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
KsGd4BMZSUw,2023-01-04,-0.9993689656257628,1829.0,TV9,248.0,14.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wbJuOsaPwZw,2023-01-04,-0.9976938366889954,3247.0,TV9,435.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OLqmEJXfCts,2023-01-04,-0.9993483424186708,1574.0,TV9,198.0,4.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nHMChNUZ5Ck,2023-01-04,-0.996630847454071,776.0,TV5,295.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D0wqmcElhbI,2023-01-04,-0.9982979893684388,1068.0,TV9,189.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bmzFOmd7au4,2023-01-04,0.996781587600708,449.0,TV5,180.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KN05e-tO6Fs,2023-01-06,-0.997847318649292,1529.0,TV9,300.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_KeFDpWezM,2023-01-10,0.9978189468383788,1529.0,Sakshi,157.0,5.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
K5hxUhB88v0,2023-01-11,-0.9993290901184082,1032.0,ABN,344.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dN2FDoNXnpI,2023-01-13,-0.9934988021850586,2404.0,TV9,163.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhO10yRLYxA,2023-01-16,0.9980195760726928,1341.0,TV9,260.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gGW9yv3dIyY,2023-01-17,-0.999160885810852,16969.0,TV9,304.0,30.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xdc1DljGfuk,2023-01-17,0.9971939325332642,62247.0,TV9,213.0,157.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Q2RxrQT50zs,2023-01-19,-0.991033971309662,4656.0,TV9,437.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tik4xVjeGYM,2023-01-20,-0.9908345937728882,1578.0,TV9,127.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XoofffkzqlM,2023-01-23,0.9984040856361388,816.0,TV9,364.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RDUqq1BfOQU,2023-01-23,-0.9965294003486632,11938.0,Sakshi,542.0,88.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uw0Hpg0SqCc,2023-01-23,-0.9955724477767944,680.0,TV9,318.0,6.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4tnAlUDjrXs,2023-01-23,-0.9959712624549866,7577.0,Sakshi,519.0,29.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SX0uBSnxLx4,2023-01-23,0.9922997951507568,1351.0,TV9,357.0,7.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh2INkKiAIw,2023-01-24,0.9843831658363342,1181.0,Sakshi,146.0,5.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34AptEPzQgw,2023-01-24,0.9946093559265136,1226.0,TV9,193.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
YvuYnVqg_Nw,2023-01-25,-0.9992539286613464,493.0,ABN,333.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
SdR8Lzn1xz8,2023-01-25,0.9703777432441713,428.0,Sakshi,200.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
53zu8tKl-T8,2023-01-27,-0.9994009733200072,1340.0,ABN,585.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baBOaAPpRq8,2023-01-28,-0.9969813227653505,35951.0,TV9,306.0,20.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f44AXCdC26A,2023-01-28,0.996775448322296,5119.0,TV9,259.0,9.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PtWpj3brnXo,2023-01-29,-0.9977272152900696,6364.0,Sakshi,268.0,17.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0
1tiHuNK8cbc,2023-01-30,-0.998596727848053,6769.0,TV5,520.0,27.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3I6sixbnKg,2023-01-30,0.998522937297821,111073.0,Sakshi,390.0,280.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8jJU6r5Qco0,2023-02-05,-0.999323844909668,2019.0,TV9,229.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
d2PFdKRygBc,2023-02-05,0.9975996613502502,6383.0,TV9,219.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-E5q9UHb8Gk,2023-02-05,0.9976995587348938,8847.0,TV5,495.0,12.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DD3CALP-Fyk,2023-02-05,-0.9955314993858336,97219.0,TV5,425.0,120.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sEJWeDa3qqo,2023-02-05,0.9947920441627502,507522.0,TV5,540.0,793.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iPnqvl7G8os,2023-02-05,0.9975628852844238,1860.0,TV9,293.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
KxaKEY07M-o,2023-02-05,-0.9869691133499146,990.0,TV9,316.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OFrsZySH8oM,2023-02-05,0.9984291195869446,4754.0,TV9,278.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
YHEqnG5QOmo,2023-02-05,-0.9981704950332642,2173.0,TV9,325.0,4.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9y366khUOVc,2023-02-05,0.9953077435493468,545.0,TV9,264.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZT22b73dNBw,2023-02-05,0.9984704852104188,3952.0,TV9,210.0,5.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4yXW9gNIkeE,2023-02-05,0.9895556569099426,3782.0,TV9,267.0,9.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uGnuLgk3TgI,2023-02-05,0.993994414806366,16365.0,TV5,310.0,23.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YfUZEc3Hplg,2023-02-05,0.9974048733711244,1185.0,TV9,325.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kZpp3SK1xGk,2023-02-06,-0.9951967597007751,2698.0,TV9,271.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44mH4TV2rKQ,2023-02-06,-0.9861787557601928,362.0,TV5,231.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pHC31SQmovE,2023-02-06,-0.9839030504226683,3318.0,TV9,265.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
dpGOLEv8lW4,2023-02-08,-0.9932594895362854,4780.0,ABN,264.0,5.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
xn2mkRkjFhE,2023-02-08,-0.8404067158699036,30560.0,ABN,280.0,35.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MzgZ0yoZWLQ,2023-02-08,-0.998989999294281,9071.0,ABN,380.0,3.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pAqGte7Av6w,2023-02-08,0.9917591214179992,5921.0,Sakshi,515.0,13.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eCQV15wIxMc,2023-02-09,-0.9937461614608764,2150.0,TV9,314.0,11.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gGijI42AXFo,2023-02-11,-0.9948325157165528,1610.0,ABN,253.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5yie0akyaTU,2023-02-13,0.9961180686950684,3103.0,Sakshi,555.0,4.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0yJLT9xnDJk,2023-02-14,0.9980666041374208,437.0,TV9,141.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GLpokUFChrA,2023-02-14,-0.9939496517181396,2671.0,TV9,140.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISKMBQyemzE,2023-02-17,-0.9943420886993408,657.0,ABN,250.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
k12zx9bmZJA,2023-02-17,0.9795143604278564,9655.0,TV9,177.0,19.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UobA7bHUukg,2023-02-18,0.9988313317298888,488.0,TV9,442.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCH2fnEfn3k,2023-02-19,0.9976303577423096,20584.0,TV9,204.0,7.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bDRHO-M2RZA,2023-02-19,-0.9034487009048462,8641.0,TV9,395.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_RuBCgPcED8,2023-02-19,-0.9949830770492554,23054.0,TV9,374.0,7.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87xuSDLQ224,2023-02-19,-0.9970288872718812,2203.0,TV9,415.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MM8fgglLDKI,2023-02-19,0.9958966970443726,209016.0,TV9,204.0,218.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
__08KEJP66w,2023-02-19,0.9983322024345398,3188.0,TV9,428.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c-evJEltya8,2023-02-20,0.9985876083374025,735.0,TV9,81.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nomBsOS6ka8,2023-02-21,0.998158872127533,870.0,TV9,306.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
JYTfKFu-shY,2023-02-21,-0.9864293336868286,1045.0,TV9,284.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y3pGa1DHLEQ,2023-02-25,0.9928421974182128,4163.0,ABN,265.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RdgIOQJLMKM,2023-02-25,0.9885602593421936,21008.0,ABN,310.0,29.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C04R7uuooZc,2023-02-27,-0.9893794655799866,2105.0,ABN,275.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_oNJnQHW58,2023-03-01,0.9986621141433716,946.0,TV9,275.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mla54R5yjdk,2023-03-01,0.9885531663894652,1486.0,TV9,341.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2U_QVruhJzU,2023-03-04,-0.99854576587677,1037.0,ABN,221.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ONIzmnckRyQ,2023-03-09,-0.9975538849830629,1551.0,TV9,221.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tX1DFJslRu4,2023-03-10,0.987046480178833,2295.0,TV9,301.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
shdkrP1ltUk,2023-03-11,0.9971275925636292,965.0,TV9,276.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ozK7ckMPXP4,2023-03-11,0.9974853992462158,1887.0,Sakshi,276.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
jYHXDr1imPM,2023-03-11,-0.9994910955429076,1323.0,TV9,261.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9_dG0x12Aos,2023-03-11,-0.9915871620178224,608.0,TV9,269.0,0.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bRI0XL0lQYI,2023-03-12,0.993585169315338,833.0,TV9,269.0,6.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
fu-EfgPYoXI,2023-03-16,0.9980326294898988,16651.0,Sakshi,223.0,27.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
zk0d-VIyoaE,2023-03-16,-0.999311089515686,26522.0,ABN,268.0,46.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
qyLJc37ok94,2023-03-16,-0.990875482559204,3044.0,TV9,314.0,1.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9WYkd-ILIr0,2023-03-16,0.9923918843269348,61696.0,TV9,264.0,20.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
IxKe9la-87U,2023-03-17,0.998814582824707,1223.0,Sakshi,299.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0
_qcTi_HRFv4,2023-03-17,0.9983118772506714,1443.0,Sakshi,313.0,6.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
BtapOgEgc9w,2023-03-18,0.9952362179756165,1079.0,TV9,281.0,7.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-AUy3SEKcPg,2023-03-20,0.9862122535705566,3776.0,ABN,185.0,5.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3TMz8jXEFsQ,2023-03-20,-0.9994670748710632,3747.0,TV9,129.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MRGrXGBrowY,2023-03-20,-0.9986811280250548,9875.0,ABN,125.0,13.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iCDQ1aI_laQ,2023-03-20,-0.9951063394546508,2122.0,TV9,288.0,4.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oJYWETJRdj8,2023-03-20,0.998275876045227,1870.0,TV9,356.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sf2JvMTczTc,2023-03-21,0.997008979320526,2530.0,TV9,69.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
qrxJprAC0uc,2023-03-21,-0.9991760849952698,1250.0,TV9,279.0,2.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3aE-wwlTEQs,2023-03-23,0.9987298846244812,3669.0,Sakshi,322.0,15.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
W4h4yEGWICI,2023-03-24,-0.9990678429603576,3597.0,TV5,265.0,8.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0
VkM0x0j5Ofw,2023-03-26,-0.992730677127838,4895.0,TV5,190.0,13.0,amalapuram.png,Pinipe Viswarup,YSRCP,Amalapuram,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
