ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,YS Viveka Case,Yellow Media,Kuppam,janasena party,tdp pattabhi,Ramoji Rao,ap employees,Sajjala ,ap assembly session today,Atchannaidu,high court,gorantla ,alliance,Peddireddy ,vizag steel plant,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy
izY4-xs9sP4,2022-11-23,-0.9973242282867432,17824.0,TV9,371.0,14.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EgjaU6owZC8,2022-11-23,-0.9761061072349548,5227.0,TV9,266.0,10.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
mRIwb1mVjD8,2022-11-23,-0.9988012313842772,2390.0,ABN,315.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qhK9QU4vAQg,2022-11-23,-0.9978126287460328,6754.0,TV9,327.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sY9wU6vm1ss,2022-11-23,-0.99947589635849,1463.0,ABN,330.0,4.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5qO3aC4xl4I,2022-11-23,0.99830961227417,790.0,ABN,185.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cJICtt7P0hM,2022-11-23,-0.9989256262779236,7534.0,ABN,430.0,26.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6mLv1BEeork,2022-11-24,-0.98713219165802,3177.0,ABN,365.0,7.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dpraItwpwMU,2022-11-24,-0.996403694152832,3396.0,ABN,405.0,3.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wep_6AC2x-8,2022-11-24,-0.9968851208686828,1825.0,ABN,385.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2_dAVA9lMI,2022-11-24,-0.9413363933563232,6358.0,ABN,420.0,5.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KgcC-Gzb9rc,2022-11-24,0.9955649971961976,1227.0,ABN,265.0,6.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uqLbE8r3DC0,2022-11-24,-0.8106818795204163,2344.0,ABN,584.0,4.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nVKp4XhiI0,2022-11-24,0.985506534576416,796.0,ABN,265.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mDuyloOewBg,2022-11-24,-0.9970977306365968,6482.0,ABN,495.0,16.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avMeQ9U-2tg,2022-11-24,0.9725658297538756,1340.0,ABN,290.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7CQDfixJ0-A,2022-11-24,-0.9973799586296082,1297.0,ABN,315.0,6.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBTfFusdd9Q,2022-11-24,-0.9949440360069276,2647.0,ABN,255.0,3.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kQ450sOtdmk,2022-11-25,-0.9991324543952942,4514.0,ABN,387.0,6.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
fBTz3HyuXEw,2022-11-25,0.9968968629837036,15130.0,ABN,570.0,23.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
owFUWcB9geU,2022-11-25,-0.9993489384651184,13216.0,ABN,420.0,36.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
egtUNe2m0_8,2022-11-25,-0.9988382458686828,1910.0,ABN,295.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZrO0cdir_9w,2022-11-25,-0.9868293404579164,821.0,TV9,136.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
XbTcVFoVPzw,2022-11-25,-0.9936908483505248,1409.0,ABN,455.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cKXP5izSYA,2022-11-25,-0.9984966516494752,3292.0,ABN,370.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9nnbTMZ2MPw,2022-11-25,-0.9958474040031432,3465.0,ABN,505.0,5.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qwRxPvwFhFQ,2022-11-25,-0.9975873231887816,1154.0,ABN,345.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
rz1cOwaSpO4,2022-11-25,-0.997417688369751,1586.0,TV5,455.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IqFKPnVkXS0,2022-11-26,-0.9184125065803528,13304.0,ABN,395.0,26.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W1xkatggs8s,2022-11-26,-0.9981542229652404,2489.0,ABN,390.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4MJ2aizoRJ4,2022-11-27,0.9936726093292236,1405.0,ABN,73.0,8.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
gv29DmQG2Tg,2022-11-28,0.994902729988098,2381.0,TV9,139.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0
9CRuafCTCCE,2022-11-28,0.9953761100769044,1009.0,ABN,295.0,8.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
M-JasH3cRDs,2022-11-28,0.9981648325920104,566.0,TV9,163.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D3vM1uEw5gY,2022-11-28,-0.9981352090835572,6947.0,ABN,305.0,7.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOCivbhzNd4,2022-11-28,-0.9966374635696412,22704.0,TV9,322.0,115.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05q-Puxk4rY,2022-11-28,-0.9966617822647096,8758.0,TV9,264.0,16.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
aE6fbU35RAs,2022-11-29,-0.9968170523643494,44350.0,ABN,430.0,70.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lgh9epHBPpg,2022-11-29,-0.9735903143882751,1574.0,ABN,425.0,4.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RdiNMerMuog,2022-11-29,0.9881801605224608,9928.0,TV9,172.0,27.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OO7_y2st0QQ,2022-11-29,-0.995591163635254,2892.0,ABN,335.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
H83rXxArPNE,2022-11-30,-0.9988192915916444,1551.0,ABN,265.0,6.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KtHI34HJViA,2022-11-30,-0.9989809393882751,790.0,ABN,420.0,3.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KUwOda9A5OY,2022-11-30,-0.992400288581848,38529.0,ABN,330.0,35.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
gx0m55X0rXE,2022-11-30,-0.9993780851364136,2141.0,ABN,525.0,4.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqBz8Pl9_ZU,2022-11-30,0.9951974749565125,410.0,TV9,139.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QCy9IJDc6vI,2022-11-30,0.9872652292251588,7352.0,TV9,181.0,3.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sPZMLeT5YPc,2022-11-30,0.9950398802757264,186534.0,ABN,420.0,324.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16-7yQu7EIA,2022-11-30,-0.9977952241897584,4372.0,ABN,335.0,5.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43iwCZP8N0E,2022-12-01,-0.9991853833198548,10721.0,ABN,400.0,12.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_EEIUFbXeis,2022-12-01,-0.998650848865509,43472.0,ABN,360.0,26.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_bEA5o79vU,2022-12-01,-0.9909639358520508,4511.0,ABN,320.0,8.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
vYo0AqmMO_s,2022-12-01,-0.9980079531669616,3920.0,TV5,155.0,8.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
f8aDkxWhr1A,2022-12-01,0.9951183795928956,4852.0,ABN,422.0,9.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
rp-4UX3_hsg,2022-12-01,0.9932206869125366,910.0,TV9,140.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjDDMAhicks,2022-12-01,-0.9963819980621338,5420.0,TV9,270.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
bqiGC2VGsvk,2022-12-01,-0.9907928109169006,18351.0,TV9,152.0,29.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3yYMHgQaAHg,2022-12-02,-0.9986417889595032,3599.0,ABN,335.0,8.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ivO5GxHwkk,2022-12-02,-0.9937606453895568,987.0,TV9,230.0,6.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
WMjmhPYkMlU,2022-12-02,-0.9984446167945862,3432.0,ABN,594.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mb4kKJBT9r0,2022-12-02,-0.9982016086578368,2330.0,ABN,190.0,5.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0
G9ZSQzokWvg,2022-12-02,-0.9916914701461792,9988.0,ABN,340.0,5.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
NgUp8OPQw_U,2022-12-03,-0.9994377493858336,1078.0,TV9,453.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qNAjow0hR64,2022-12-03,0.9979835748672484,2051.0,ABN,190.0,7.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
bzcgOT0eId4,2022-12-04,-0.9929113984107972,673.0,ABN,280.0,4.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99YOPtZS-oc,2022-12-04,-0.9988828301429749,17074.0,TV9,281.0,41.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
LiKaLluWemE,2022-12-04,-0.994937539100647,2404.0,TV9,534.0,5.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BVs2lSrKgb8,2022-12-04,-0.9979105591773988,3090.0,TV9,518.0,8.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rHmyWqBtp7w,2022-12-05,-0.999476969242096,2319.0,TV9,441.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1sZOQs6FpYM,2022-12-05,0.9949690699577332,1175.0,TV9,337.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M3wFWxBda_0,2022-12-05,-0.9965792298316956,2088.0,TV9,202.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p1bwTKht8Ow,2022-12-06,-0.9994852542877196,1665.0,ABN,120.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeHD_6-yaeY,2022-12-06,-0.9944981932640076,2377.0,TV9,337.0,4.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hHm-hp78ZgY,2022-12-06,0.998722493648529,38300.0,TV5,385.0,61.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4qLyXnbg0Fk,2022-12-06,-0.9993213415145874,1783.0,TV9,211.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
G_-taFl2uak,2022-12-06,0.9985439777374268,1192.0,TV9,304.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6yeikm3DEGc,2022-12-07,-0.9938579201698304,36242.0,ABN,586.0,33.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GqcpMR2VkrM,2022-12-07,0.998146653175354,3396.0,Sakshi,233.0,9.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
iBXcksPAjQo,2022-12-07,0.9973194003105164,1414.0,ABN,410.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s9ebCgPgDwI,2022-12-07,0.9861962795257568,2319.0,ABN,220.0,3.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uK7K7yUMZXU,2022-12-08,-0.9949283599853516,922.0,ABN,185.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12Ga5soArfk,2022-12-08,-0.99931538105011,3274.0,ABN,265.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Yf98Y7C9nN4,2022-12-08,-0.989820122718811,1554.0,ABN,486.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L01GF12v3M4,2022-12-08,-0.999286949634552,2984.0,ABN,428.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tOmcaGgiP9k,2022-12-08,-0.9988301396369934,3169.0,TV5,350.0,6.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flFYl_tHnvc,2022-12-09,-0.998630702495575,1161.0,TV9,237.0,1.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LNhMNxF81d0,2022-12-09,-0.9977582097053528,1479.0,TV9,182.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k7AlxKQ_mlg,2022-12-09,-0.9874611496925354,2906.0,ABN,290.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gsrg7E0PxA8,2022-12-10,-0.9994035959243774,2717.0,TV9,272.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
LeR8l1W-A9Y,2022-12-10,-0.9974417686462402,4206.0,TV9,136.0,19.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
KMJvOzIqFkY,2022-12-10,-0.9983661770820618,9998.0,ABN,515.0,19.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M1wOAvGLcCc,2022-12-10,-0.9922888875007628,1329.0,TV9,208.0,2.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IsxczS6Sxmg,2022-12-10,-0.8923050761222839,937.0,ABN,83.0,0.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UmAJcqCBmWg,2022-12-10,-0.9979503750801086,11748.0,ABN,390.0,20.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B87vLzzuE90,2022-12-10,-0.9974977374076844,15498.0,TV9,107.0,30.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UWfN-mwTors,2022-12-10,-0.9970759153366088,45573.0,TV5,490.0,124.0,razole.png,Rapaka Vara Prasada Rao,YSRCP,Razole,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
