ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,raghurama ,AP ,yuvagalam,amaravati,ambati rambabu,Yellow Media,Gadapa Gadapaku ,Kuppam,janasena party,tdp pattabhi,ap employees,ap assembly session today,high court,alliance,Peddireddy ,vangalapudi anitha,polavaram,visakha,byreddy siddharth reddy,Kakani,vijayasai reddy,kotamreddy ,undavalli arun kumar,roja,nellore ,yuvashakti,tadepalli,vangaveeti radha,suprem court,tdp leaders arrest,ap development,Kethireddy Venkatarami Reddy,balineni srinivasa reddy,tadipatri,Anam Ramanarayana Reddy,varahi ,nellore mekapati,nandigama,High Court
EyMpRkm6JPc,2022-10-30,0.990899920463562,361.0,TV5,175.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5c7YPWNrFDo,2022-10-30,0.9975922107696532,477.0,TV5,160.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SRJntJY8Ic8,2022-10-30,-0.9985507130622864,326.0,TV5,135.0,4.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shEQDV9Gn18,2022-11-01,-0.9992276430130004,20450.0,ABN,583.0,3.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zZkBecLi2PI,2022-11-01,-0.997086226940155,1403.0,TV5,320.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
cwSDtbH9ZJI,2022-11-01,-0.9978378415107728,15456.0,ABN,281.0,19.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3NKdFMgnX6c,2022-11-01,-0.9994465708732604,7310.0,ABN,251.0,20.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F7pIMhH6ijY,2022-11-02,0.9953857064247132,695.0,ABN,85.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3mgCrPTHzY8,2022-11-03,-0.9875181317329408,1025.0,ABN,299.0,10.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_b9BmyhtTeY,2022-11-03,-0.9978256821632384,1994.0,TV5,391.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
-z5kFxBuQx0,2022-11-04,0.9967809915542604,7877.0,Sakshi,401.0,19.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1PC_vqgwiGw,2022-11-05,-0.9974575638771056,1901.0,ABN,495.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jO-QPpHea4M,2022-11-05,-0.9941667318344116,2744.0,Sakshi,408.0,12.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P8YE98UU-5Y,2022-11-06,0.9936142563819884,31436.0,TV5,565.0,88.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMmVakVVPno,2022-11-07,0.9985559582710266,2029.0,Sakshi,445.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zl800dNqA4U,2022-11-07,-0.9994161128997804,974.0,ABN,235.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jnZddEEmoX8,2022-11-09,0.9981533885002136,3923.0,Sakshi,292.0,13.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Y4mcDuQilV4,2022-11-09,-0.9971396923065186,3767.0,TV5,170.0,8.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m43C-_KsbjA,2022-11-09,0.9959070682525636,958.0,Sakshi,95.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3UMeIRNanMg,2022-11-09,-0.9974783062934875,2985.0,TV5,320.0,4.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mlZPSlGhydM,2022-11-10,0.962804913520813,4178.0,TV5,245.0,3.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AKbCG2a_rnI,2022-11-10,0.9966976642608644,2811.0,TV5,305.0,7.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
F8xwlfibpMk,2022-11-10,-0.9976146221160888,44668.0,ABN,340.0,48.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8zQVav5poc8,2022-11-10,-0.9825527667999268,6061.0,TV5,110.0,5.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
MpJnVkNEGig,2022-11-11,0.9981473684310912,26167.0,Sakshi,337.0,119.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
kHCEZ16vb7g,2022-11-11,0.9697660207748412,5831.0,TV5,266.0,9.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
rVbc9_CPaXk,2022-11-13,-0.8056135177612305,1099.0,ABN,145.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i4KNuI0OhN4,2022-11-14,-0.9978370070457458,1342.0,Sakshi,360.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7nqitmbRCWw,2022-11-14,0.9985219836235046,5791.0,TV5,210.0,11.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
v8GsF6xCS8E,2022-11-15,-0.9908638596534728,384.0,ABN,303.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wXViJWYQEXU,2022-11-16,0.9870508909225464,28504.0,TV5,195.0,40.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
wta9RoAi9ow,2022-11-18,-0.9987209439277648,2716.0,TV9,208.0,4.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mwpqiah_3KM,2022-11-18,-0.9992826581001282,7305.0,TV9,259.0,33.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s-i4QbJ7DA8,2022-11-19,-0.9981573224067688,4582.0,TV9,249.0,12.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g3L9vWKkk9Q,2022-11-19,0.9856281280517578,1914.0,Sakshi,155.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YGC4Y1Lkj0g,2022-11-19,0.9966415166854858,9795.0,Sakshi,486.0,29.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N8dX_NqY3BU,2022-11-19,-0.9902262687683104,2958.0,Sakshi,202.0,7.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Rdbr09yxAM,2022-11-19,-0.9957401752471924,1231.0,TV9,250.0,6.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
3BMyWFBAaVs,2022-11-20,-0.9993102550506592,1739.0,Sakshi,396.0,6.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F3mULuBxBWk,2022-11-20,-0.9939182996749878,1324.0,TV9,63.0,5.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
dPxR4DfXa08,2022-11-20,0.9769240021705629,2483.0,TV9,161.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pLmXOXGh6TM,2022-11-20,-0.9975211024284364,3804.0,TV9,400.0,8.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i5O880UwIlI,2022-11-22,-0.9976910352706908,899.0,TV5,257.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6yJTC4G8uA,2022-11-22,-0.998921036720276,915.0,ABN,66.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exgbmO1HwBA,2022-11-22,-0.9987095594406128,4014.0,TV9,201.0,18.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YM_GfSt8ano,2022-11-22,0.9967262744903564,4897.0,TV9,219.0,7.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
Y4lXU9a9Xcw,2022-11-23,-0.9981472492218018,905.0,Sakshi,275.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
vza8EKkidtk,2022-11-23,-0.998401701450348,2470.0,TV5,350.0,3.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
Bf52AyIaoLY,2022-11-23,-0.9937869310379028,7385.0,ABN,210.0,16.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b5fYlIasQgg,2022-11-23,-0.9994256496429444,999.0,ABN,190.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2YnelhZRa1I,2022-11-24,-0.9960018992424012,472.0,TV9,143.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
uqLbE8r3DC0,2022-11-24,-0.8106818795204163,2344.0,ABN,584.0,4.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hjWfpJ73A8M,2022-11-24,-0.9970621466636658,2538.0,TV5,315.0,3.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
tdDncwSAqCg,2022-11-24,0.998608648777008,718.0,ABN,267.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F_VBjUcGEB8,2022-11-24,-0.9914665222167968,2322.0,TV9,168.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
qTCHsPCiFXE,2022-11-24,-0.9976379871368408,475.0,TV9,169.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
nhZVjJcBcuk,2022-11-25,-0.9976999163627625,1098.0,TV9,167.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
YmDsjmf_svY,2022-11-25,0.9941400289535522,3128.0,TV9,342.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qXjjk38Xyvk,2022-11-26,0.9872137308120728,26033.0,TV9,174.0,18.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zigoy0S9-iA,2022-11-27,0.9941031336784364,800.0,TV5,360.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N5AtpTwOZL8,2022-11-28,0.9923317432403564,12079.0,ABN,260.0,15.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1
oy34BFV5omk,2022-11-28,-0.997481882572174,5851.0,TV9,272.0,10.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
iz48XghXRRQ,2022-11-28,0.982893168926239,1945.0,TV9,208.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
nqdZ-4GFccc,2022-11-28,-0.999169945716858,3306.0,TV5,317.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
uSdV1oWVx1M,2022-11-29,-0.9981834292411804,4869.0,ABN,430.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OO7_y2st0QQ,2022-11-29,-0.995591163635254,2892.0,ABN,335.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddk3TylfJfk,2022-12-03,0.99518084526062,1100.0,Sakshi,225.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Z6FgQgkq7GI,2022-12-03,-0.9931694269180298,892.0,Sakshi,163.0,9.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8K-my4FSWHg,2022-12-04,0.9852563142776488,2088.0,TV9,263.0,6.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OEPmpyJjwgQ,2022-12-04,0.998817265033722,2026.0,TV9,263.0,4.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
JW9qTFoirI8,2022-12-04,0.9979070425033568,1327.0,TV9,300.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMfE6ni4PBo,2022-12-04,-0.985087275505066,1246.0,ABN,370.0,3.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dJniZao4C7M,2022-12-04,0.9930485486984252,1515.0,TV5,155.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
is_GltrdDz4,2022-12-04,0.9968926310539246,1728.0,TV9,328.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
UWdwVcFb2rw,2022-12-04,-0.9962561130523682,813.0,TV9,264.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2CIzV9sinG0,2022-12-04,0.9957653284072876,1501.0,TV9,202.0,0.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0FW8M6DOb2k,2022-12-04,0.9984581470489502,632.0,TV9,271.0,2.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
-oNKQz3D_jQ,2022-12-04,0.9912680387496948,506.0,TV9,265.0,1.0,vinukonda.png,Bolla Brahma Naidu,YSRCP,Vinukonda,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
