ids,upload_date,sentiment,view_count,uploader,duration,comment_count,f_id,name,party,constituency,tdp,ycp,ysrcp,schemes,cm jagan,chandrababu,pawan kalyan,nara lokesh,AP ,yuvagalam,amaravati,ambati rambabu,janasena party,tdp pattabhi,Ramoji Rao,ap employees,ap assembly session today,high court,alliance,Peddireddy ,vangalapudi anitha,ambati rambabu ,polavaram,visakha,byreddy siddharth reddy,vijayasai reddy,kotamreddy ,roja,vidya deevena,nellore ,srikakulam,yuvashakti,tadepalli,vangaveeti radha,suprem court,ap development,tadipatri,janasena alliance with tdp,varahi ,nellore mekapati,nandigama,High Court
r_d7hLQB3xY,2022-11-05,0.9921007752418518,4300.0,ABN,585.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mJdVhHnSAh8,2022-11-06,0.9938702583312988,1786.0,ABN,248.0,7.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d5hyHCZVUys,2022-11-08,0.9964998960494996,39819.0,ABN,450.0,68.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CwPgXt8D950,2022-11-08,-0.9835046529769896,5629.0,ABN,505.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDWIraOqB3g,2022-11-08,-0.9979459643363952,28903.0,ABN,360.0,39.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FoNZ9vcSpXg,2022-11-09,-0.9980195760726928,640.0,ABN,406.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8YR05QmlKrM,2022-11-09,-0.9981448650360109,14529.0,ABN,480.0,16.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ArBo81joIQ,2022-11-09,-0.99080491065979,424.0,ABN,280.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lgIGFJvTW60,2022-11-10,-0.9966564178466796,811.0,ABN,592.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDpFkhhvvqM,2022-11-11,-0.9977996945381165,638.0,ABN,274.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q4gDmXN_itM,2022-11-11,0.9954738020896912,3311.0,ABN,510.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpHWhAyWqf0,2022-11-12,-0.9979735016822816,36638.0,ABN,190.0,82.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q7JGRUgKNJI,2022-11-12,-0.9981942772865297,10585.0,ABN,340.0,28.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lVjFPPfjmFg,2022-11-12,0.9983603358268738,7705.0,ABN,375.0,26.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q7UPFKstjtI,2022-11-12,-0.998798370361328,3351.0,ABN,445.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
LwhaIO4iaF4,2022-11-12,-0.9940181970596312,4508.0,ABN,425.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eJxY2CfJjWI,2022-11-12,-0.9980241060256958,2174.0,ABN,365.0,8.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6x-f2etleE8,2022-11-12,-0.9994117021560668,4110.0,ABN,195.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jz0lDgu1KXI,2022-11-14,-0.9976738095283508,1769.0,ABN,275.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tOBth_txhRI,2022-11-14,-0.9950737357139589,55333.0,ABN,445.0,113.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h-ybrTMx0Ec,2022-11-14,-0.9878937602043152,2919.0,ABN,425.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q5aEsgXh0Ew,2022-11-14,-0.9979813694953918,12006.0,ABN,395.0,27.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WM16aj8tKo0,2022-11-16,0.9936473965644836,3174.0,Sakshi,106.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60fRwhdrNik,2022-11-18,-0.9952452778816224,578.0,TV5,315.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
v7usvTdLrPo,2022-11-18,-0.99946528673172,2126.0,TV5,233.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
_Rdbr09yxAM,2022-11-19,-0.9957401752471924,1231.0,TV9,250.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
La-ZcJ6tp_8,2022-11-19,-0.9987236857414246,2025.0,TV9,193.0,7.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c5Irmghkwh4,2022-11-19,-0.997743844985962,2061.0,TV9,186.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0
6frf8scc0uQ,2022-11-19,-0.9948082566261292,4307.0,TV9,166.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
URHc47PmO6I,2022-11-20,-0.9942949414253236,2325.0,TV9,531.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NlOo80iB4fk,2022-11-20,0.9960047602653505,3050.0,TV9,130.0,5.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
nDTRfIc4FDI,2022-11-20,-0.9990057349205016,4146.0,TV9,254.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bDQNywFXZtc,2022-11-22,0.9964361190795898,1452.0,TV5,440.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sY9wU6vm1ss,2022-11-23,-0.99947589635849,1463.0,ABN,330.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
izY4-xs9sP4,2022-11-23,-0.9973242282867432,17824.0,TV9,371.0,14.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p2WgCg28Zvk,2022-11-23,-0.9984000325202942,1556.0,ABN,225.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EgjaU6owZC8,2022-11-23,-0.9761061072349548,5227.0,TV9,266.0,10.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7CQDfixJ0-A,2022-11-24,-0.9973799586296082,1297.0,ABN,315.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mDuyloOewBg,2022-11-24,-0.9970977306365968,6482.0,ABN,495.0,16.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avMeQ9U-2tg,2022-11-24,0.9725658297538756,1340.0,ABN,290.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Wep_6AC2x-8,2022-11-24,-0.9968851208686828,1825.0,ABN,385.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GBTfFusdd9Q,2022-11-24,-0.9949440360069276,2647.0,ABN,255.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uqLbE8r3DC0,2022-11-24,-0.8106818795204163,2344.0,ABN,584.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dpraItwpwMU,2022-11-24,-0.996403694152832,3396.0,ABN,405.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D2_dAVA9lMI,2022-11-24,-0.9413363933563232,6358.0,ABN,420.0,5.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4nVKp4XhiI0,2022-11-24,0.985506534576416,796.0,ABN,265.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XbTcVFoVPzw,2022-11-25,-0.9936908483505248,1409.0,ABN,455.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rz1cOwaSpO4,2022-11-25,-0.997417688369751,1586.0,TV5,455.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5cKXP5izSYA,2022-11-25,-0.9984966516494752,3292.0,ABN,370.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qwRxPvwFhFQ,2022-11-25,-0.9975873231887816,1154.0,ABN,345.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M-JasH3cRDs,2022-11-28,0.9981648325920104,566.0,TV9,163.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9CRuafCTCCE,2022-11-28,0.9953761100769044,1009.0,ABN,295.0,8.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
gv29DmQG2Tg,2022-11-28,0.994902729988098,2381.0,TV9,139.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1
gx0m55X0rXE,2022-11-30,-0.9993780851364136,2141.0,ABN,525.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SqBz8Pl9_ZU,2022-11-30,0.9951974749565125,410.0,TV9,139.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KtHI34HJViA,2022-11-30,-0.9989809393882751,790.0,ABN,420.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g_bEA5o79vU,2022-12-01,-0.9909639358520508,4511.0,ABN,320.0,8.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8aDkxWhr1A,2022-12-01,0.9951183795928956,4852.0,ABN,422.0,9.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yjDDMAhicks,2022-12-01,-0.9963819980621338,5420.0,TV9,270.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
5ivO5GxHwkk,2022-12-02,-0.9937606453895568,987.0,TV9,230.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NgUp8OPQw_U,2022-12-03,-0.9994377493858336,1078.0,TV9,453.0,2.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bzcgOT0eId4,2022-12-04,-0.9929113984107972,673.0,ABN,280.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1sZOQs6FpYM,2022-12-05,0.9949690699577332,1175.0,TV9,337.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rHmyWqBtp7w,2022-12-05,-0.999476969242096,2319.0,TV9,441.0,1.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G_-taFl2uak,2022-12-06,0.9985439777374268,1192.0,TV9,304.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RYEoz_s2now,2022-12-10,-0.8958243131637573,20695.0,ABN,480.0,50.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IsxczS6Sxmg,2022-12-10,-0.8923050761222839,937.0,ABN,83.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gsrg7E0PxA8,2022-12-10,-0.9994035959243774,2717.0,TV9,272.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
UmAJcqCBmWg,2022-12-10,-0.9979503750801086,11748.0,ABN,390.0,20.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73pyX8CqnWI,2022-12-10,-0.997811496257782,8227.0,TV9,248.0,15.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0
B87vLzzuE90,2022-12-10,-0.9974977374076844,15498.0,TV9,107.0,30.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NnCF0jKdjWM,2022-12-10,-0.9993124008178712,2818.0,ABN,450.0,4.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azqzn9TLh-8,2022-12-10,0.9960606694221495,184986.0,ABN,525.0,517.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMJvOzIqFkY,2022-12-10,-0.9983661770820618,9998.0,ABN,515.0,19.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmb456FzccY,2022-12-11,0.9942097663879396,3040.0,TV5,358.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OMeShh1iPdY,2022-12-12,-0.9971871972084044,4467.0,ABN,430.0,10.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W3iANzYLoHQ,2022-12-12,-0.9894744157791138,57436.0,ABN,300.0,47.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5NSiL0AXwCA,2022-12-12,0.9948006868362428,8736.0,TV9,158.0,15.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xFlfmFUD1NE,2022-12-12,0.9915257096290588,2751.0,ABN,330.0,6.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JKIitWOWEwE,2022-12-12,-0.9976822137832642,3782.0,ABN,250.0,0.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7lx3Z8pEWBU,2022-12-12,0.9950900077819824,2049.0,ABN,230.0,3.0,rapka.png,SRI RAPAKA VARA PRASADA RAO,JSP,Razole_sc,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
