ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,raptadu.png,penukonda.png,vizianagaram_.png,kodur.png,srikakulam_.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,chintalapudi.png,tadikonda.png,eluru.png,palakollu.png,myudukur.png,pulivendula.png,kanigiri.png,sarvepalli.png,singanamala.png,vishakapatnam_south.png,kalayan_durg.png,kaikuluru.png,madugula.png,unguturu.png,repalle.png,sattenapalli.png,Venkata_Mahesh.png,vijayawada_east.png,nandyal_l.png,kurupam.png,paderu.png,nandikotkur.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png
1eFDvjkAI30,2022-09-27,100.0,0.0,581.0,0.9972424507141112,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X0YB8ATFYJE,2023-03-04,101.0,23.0,35828.0,0.9975175857543944,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
juqA16uelZA,2022-08-11,115.0,101.0,179786.0,0.9961750507354736,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96xyJrLPXBY,2022-11-07,60.0,1.0,254.0,-0.9957770109176636,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hw0zcna7cHs,2021-07-23,386.0,28.0,28067.0,-0.990359902381897,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8zPREmkkbM,2023-02-10,244.0,11.0,5672.0,-0.998137593269348,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YX2F3vSISoM,2019-12-21,283.0,0.0,1516.0,0.9983395338058472,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C5S4jCRt9YU,2023-02-04,180.0,29.0,21150.0,0.9897415637969972,Sakshi, vidadala ,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
Y9Rhe0KPe_o,2022-11-30,243.0,15.0,3806.0,-0.8805441856384277,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MN-rMuQrL9A,2022-02-28,297.0,4.0,8043.0,0.9934108853340148,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5hJOGTlOnUg,2022-12-10,18.0,0.0,1223.0,0.9933962225914,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9KjF-sD2dRc,2023-02-24,608.0,50.0,103530.0,0.99520605802536,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UtXu2cEr-i4,2022-06-28,561.0,1.0,2437.0,-0.9993025064468384,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GWW5APwkKr0,2023-03-07,1552.0,3.0,2498.0,0.9988433122634888,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-dReNwkvyrM,2023-04-19,132.0,12.0,14093.0,0.996772825717926,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OnBHuEuMsfg,2022-10-17,267.0,0.0,970.0,0.9878656268119812,ABN, vidadala ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UuaNfeEl9lM,2023-01-24,122.0,2.0,4350.0,0.989245593547821,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNMuB_fj_qo,2023-03-03,98.0,61.0,75008.0,0.9987403750419616,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BFRuOQZBpN0,2022-04-25,88.0,21.0,32319.0,0.9987264275550842,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
vVM9jhdfbvU,2023-02-07,174.0,0.0,3082.0,0.9931333661079408,TV5, vidadala ,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kyau7JHkD40,2023-01-30,306.0,0.0,5616.0,-0.9983130693435668,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KO-yKXo6rGo,2022-12-28,105.0,3.0,18806.0,0.9959781169891356,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gWzp6nnkJdc,2022-12-10,303.0,3.0,3379.0,-0.9923171997070312,Sakshi, vidadala ,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
sKHNl206as8,2019-12-21,104.0,0.0,503.0,0.9984605312347412,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lEZt0Kuu0X8,2023-01-24,100.0,89.0,108592.0,0.997575581073761,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R7YqoOPUvK4,2022-10-27,294.0,4.0,860.0,0.9981223940849304,Sakshi, vidadala ,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0
xzi0QwxThp8,2019-12-24,106.0,2.0,2672.0,0.998222291469574,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jd1gI8Bn62Y,2022-11-12,235.0,0.0,1360.0,0.9968979358673096,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z4_IcsC8ego,2022-11-23,195.0,1.0,2705.0,-0.9984918832778932,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
LIbSq65Wba4,2023-03-19,346.0,0.0,2454.0,0.9904049634933472,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zBH-3bCULok,2022-09-08,178.0,2.0,2718.0,-0.9937946796417236,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EShD6lm4E0s,2022-10-15,583.0,401.0,43017.0,0.9888235926628112,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1O1k6Ls2UKc,2023-04-18,143.0,0.0,2140.0,-0.98911452293396,TV9, vidadala ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o9-F7I7i5q8,2022-12-08,362.0,36.0,20652.0,-0.9964115023612976,TV9, vidadala ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
MWl-Tpp7yV8,2023-01-13,180.0,12.0,2316.0,-0.9987078905105592,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-AgJNNLXTYc,2023-02-24,338.0,11.0,4929.0,-0.99437814950943,ABN, vidadala ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
9n1ChhRzxY4,2023-01-08,329.0,12.0,1061.0,-0.9744455218315125,Sakshi, vidadala ,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LkMjabJSdkg,2022-12-01,535.0,38.0,11132.0,0.9936609268188475,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gbx8nI2o5Jk,2022-09-20,260.0,21.0,15195.0,0.9931288957595824,TV5, vidadala ,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
pMaw7eUPI8E,2022-11-13,265.0,9.0,2984.0,0.994225800037384,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uBM-Sx3l9bY,2022-09-19,25098.0,10.0,182589.0,0.9949542880058287,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r2w_a87LUrM,2023-03-16,130.0,45.0,77776.0,-0.9908086657524108,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r53H73sAoTk,2023-02-10,69.0,3.0,2648.0,-0.989267647266388,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGm6_pkj6x0,2022-07-08,858.0,86.0,73753.0,0.9947708249092102,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nxueC9FQWyc,2023-04-18,157.0,3.0,7674.0,0.99046128988266,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PlilqosM37s,2023-04-14,203.0,21.0,13195.0,-0.9987254738807678,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HrBMijdCb-U,2023-01-11,185.0,575.0,1184267.0,0.6579087972640991,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iIjoW1VPadA,2022-08-02,351.0,3.0,2812.0,-0.9980102181434632,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
yGGNb0HLSj0,2023-03-21,216.0,5.0,913.0,0.9987959861755372,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toO3dFkWttQ,2023-01-09,230.0,13.0,117914.0,0.995794415473938,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Id39UlUvKUU,2022-11-25,208.0,0.0,58301.0,-0.996977686882019,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n_KxFDik0GI,2022-08-29,277.0,27.0,6454.0,-0.9944104552268982,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wWG7CRjo9Nk,2022-11-18,213.0,16.0,12508.0,0.9968286156654358,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMfzHm9Zkiw,2022-12-15,323.0,0.0,1376.0,0.9980668425559998,Sakshi, vidadala ,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
vWZyttM_lDY,2022-10-22,304.0,22.0,7637.0,0.9941363334655762,Sakshi, vidadala ,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rUa5HhcDH5w,2023-04-05,125.0,1.0,1427.0,0.9977287650108336,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H9MA6jp4xMo,2022-12-12,268.0,1.0,2839.0,-0.998284637928009,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eT09fDpj1mA,2023-01-24,74.0,0.0,798.0,-0.9975457787513732,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q0IMftlYq5s,2023-01-01,299.0,10.0,6345.0,-0.9895451664924622,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa_cqoRa73k,2022-12-06,345.0,0.0,2668.0,-0.9969273209571838,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GqcpMR2VkrM,2022-12-07,233.0,9.0,3396.0,0.998146653175354,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3xxagJrYGjk,2022-07-23,105.0,44.0,164607.0,0.9956319332122804,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5aGiegTkr_s,2023-01-20,306.0,4.0,1886.0,-0.9984643459320068,ABN, vidadala ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MX6y5ikXOwg,2023-04-06,120.0,11.0,7815.0,0.992923617362976,TV5, vidadala ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gKKqFS5fJQ0,2022-06-15,66.0,9.0,27115.0,0.9843872785568236,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tNYhKJljj18,2023-04-01,174.0,5.0,1131.0,-0.9989232420921326,TV5, vidadala ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
KBsse6OMyCw,2022-11-14,239.0,5.0,6399.0,-0.9994677901268004,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iTiMeglhtRc,2023-02-03,85.0,1.0,686.0,-0.9973015189170836,ABN, vidadala ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
TLX0-q9mKcQ,2022-12-01,231.0,2.0,22348.0,-0.9966452717781068,TV9, vidadala ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4JMwcBCd_Qo,2022-10-21,238.0,5.0,3951.0,-0.9985987544059752,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPeP5_ZN82Q,2022-11-22,310.0,4.0,4641.0,-0.9967453479766846,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e-isMM7dbc,2022-11-21,127.0,1.0,2104.0,-0.9989193677902222,TV9, vidadala ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obyTX6Rruzw,2023-02-06,522.0,0.0,1019.0,0.9913990497589112,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
DF0Cc-bkyv0,2023-02-12,316.0,34.0,48267.0,0.9969791173934937,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIC0zRSKD-A,2022-03-08,128.0,59.0,130950.0,0.9978379607200624,Sakshi, vidadala ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zf3V4rsRwKk,2023-01-24,210.0,5.0,3973.0,-0.997394561767578,ABN, vidadala ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XZmMWCEBfGs,2022-12-10,295.0,6.0,11632.0,-0.988419771194458,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WO59xSxYSiQ,2023-03-14,282.0,7.0,7348.0,0.9310043454170228,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPTJyJXO_jg,2023-02-04,157.0,92.0,48623.0,-0.9990895986557008,Sakshi, vidadala ,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
E0HzgKdXbyI,2022-10-03,595.0,0.0,1039.0,0.998230278491974,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757R6ir1tjs,2022-10-14,512.0,16.0,4553.0,0.9916811585426332,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nO29-7NTL_Q,2023-02-11,91.0,0.0,506.0,-0.9985507130622864,Sakshi, vidadala ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
UFIqhp1VATw,2023-03-27,105.0,12.0,8044.0,-0.9994300007820128,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oSIhANOhCAA,2023-04-21,205.0,1.0,1747.0,-0.9888233542442322,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gMWNp-ym1EA,2022-12-14,408.0,2.0,918.0,-0.9932551383972168,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uwzL1Z87nZ4,2022-11-19,70.0,0.0,1744.0,0.9977371692657472,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jELmVmE0KPo,2022-09-10,62.0,0.0,507.0,-0.9963149428367616,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urztknoj79M,2023-02-16,141.0,9.0,4564.0,0.9987565279006958,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8QzsiVPvSfk,2023-03-30,53.0,4.0,2604.0,-0.997391939163208,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kKEs8G3MV6Y,2023-01-25,126.0,4.0,619.0,-0.9943991303443908,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
cbacQ77spio,2023-03-13,219.0,11.0,29839.0,-0.9994353652000428,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDsMzGOO7QA,2022-12-20,204.0,18.0,21626.0,-0.993137001991272,TV9, vidadala ,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I9aoAakIMrE,2022-11-11,77.0,7.0,8760.0,0.998054265975952,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BXNln9WDpks,2023-01-14,52.0,0.0,623.0,0.99877268075943,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rag3p1Oe5rQ,2021-12-02,170.0,5.0,7117.0,0.997490406036377,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YL296-2A1jM,2022-12-16,402.0,9.0,1830.0,0.997655749320984,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7BDmFo3BIpw,2023-03-24,206.0,31.0,26206.0,-0.9991851449012756,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
petUcAtjC5I,2022-11-08,201.0,5.0,4071.0,0.9986883997917176,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pecxf7U9VYo,2022-05-28,159.0,498.0,135977.0,-0.9980100989341736,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QIpgCsLMq1Q,2023-03-14,180.0,3.0,12855.0,0.9821158647537231,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
n2xTaRIxwUQ,2022-12-16,150.0,25.0,23045.0,0.9935856461524964,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rjh6pNJEVIU,2023-02-16,103.0,5.0,3187.0,0.9976407289505004,TV9, vidadala ,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F7IXUzeZA04,2022-09-08,288.0,72.0,76673.0,-0.998736560344696,Sakshi, vidadala ,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
qoR77aqE2q8,2023-03-31,85.0,5.0,2699.0,-0.994307816028595,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6oOQr3wYB_Y,2023-02-03,375.0,13.0,18807.0,-0.9928009510040284,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
aseGEkoZJfU,2023-04-22,196.0,8.0,10738.0,0.9911330342292786,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PojTviL0Q9g,2022-09-10,91.0,8.0,5698.0,-0.9977620840072632,Sakshi, vidadala ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E03Ywru-hKU,2022-09-04,85.0,0.0,1619.0,0.9966534972190856,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ugs76ijXREU,2023-03-23,178.0,48.0,141873.0,0.9841030836105348,TV5, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
icret96cdas,2023-03-28,206.0,2.0,3114.0,-0.997552216053009,ABN, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S9npJYigyW0,2022-11-27,68.0,0.0,1156.0,-0.9908213019371032,TV9, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vsSSPE2-s5c,2023-01-09,482.0,18.0,2742.0,-0.8865793347358704,Sakshi, vidadala ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
