ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,gannavaram_vamsi.png,venkatagiri.png,narsapuram_l.png,ankapalle.png,pulivendula.png,murali_krishna.png,nandyal.png,sattenapalli.png,Venkata_Mahesh.png,tekkali.png
y0Gp-fMbShQ,2023-03-04,53.0,5.0,8564.0,0.9965322017669678,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
Uway85CeCFg,2023-03-03,114.0,6.0,6618.0,-0.996639370918274,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
8cDJLMQmc3o,2023-03-03,320.0,3.0,2180.0,0.997141420841217,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
VpFM3Iz37m8,2023-03-07,111.0,7.0,2739.0,-0.9935137033462524,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
a-6L9fXGErs,2023-03-06,185.0,3.0,1671.0,-0.9990127086639404,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
Ii3j5po8Vvw,2023-03-02,212.0,59.0,25979.0,0.998562753200531,TV9,investors summit,0,0,0,0,0,1,0,0,0,1,0
db7fkrSUW-k,2023-03-04,322.0,12.0,3789.0,-0.9967329502105712,TV9,investors summit,0,1,1,0,0,0,1,1,0,0,0
0_s6P3Jb72o,2023-03-04,211.0,6.0,3253.0,0.9976855516433716,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
9_JGWrGDx78,2023-03-03,73.0,2.0,1894.0,0.9974368810653688,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
xYi-PNVCFe4,2023-03-03,84.0,1.0,1186.0,0.998530387878418,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
IvuC_b5X7m0,2023-03-04,710.0,17.0,7074.0,0.996086835861206,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
fMtffzsTlIk,2023-03-03,10325.0,4.0,33332.0,0.9911444783210754,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
R9nHkFcWReM,2023-03-09,568.0,5.0,16735.0,-0.9445252418518066,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
Yui16Bi7FoY,2023-03-03,813.0,93.0,23289.0,0.9986829161643982,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
52zBvPTmZP8,2023-03-04,96.0,1.0,1162.0,0.998114824295044,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
fLpdO0rUjnY,2023-03-10,59.0,39.0,27166.0,-0.9982878565788268,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
izEg7Qbr50o,2023-03-04,300.0,140.0,60298.0,-0.9994764924049376,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
gK8NhuSxpiU,2023-03-04,8495.0,4.0,30350.0,0.9977789521217346,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
GiwUKMfT3tY,2023-03-03,165.0,0.0,684.0,0.998479187488556,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
Bk6M3U0gClo,2023-03-09,155.0,2.0,659.0,-0.9968397617340088,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
c0GyRpCIfdo,2023-03-03,127.0,5.0,5384.0,0.9985525012016296,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
Ig9pY0taV8Q,2023-03-03,100.0,4.0,5486.0,-0.999189794063568,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
2nJtkpdXlio,2023-01-11,270.0,3.0,853.0,-0.9977988600730896,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
-m_KUPydqnY,2023-03-04,267.0,8.0,1349.0,0.9932482242584229,Sakshi,investors summit,0,0,0,0,1,0,0,1,0,0,0
-QZV_ovOxIw,2023-01-31,206.0,136.0,64028.0,0.9956046342849731,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
e5l61zG0e5M,2023-03-10,244.0,1.0,1326.0,0.9804739952087402,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
W4ejU-aXPrE,2023-03-03,125.0,5.0,5317.0,0.997934341430664,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
kXeUWxeNYl8,2023-03-14,331.0,4.0,10732.0,-0.9963135123252868,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
UWzGtMe73mg,2023-03-03,1059.0,32.0,15236.0,0.9979939460754396,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
ORQrRZ0NfHg,2023-03-02,196.0,10.0,3356.0,-0.9987282156944276,TV9,investors summit,0,0,1,0,1,0,0,0,0,0,1
CRiu5ZbxlUs,2023-02-01,286.0,63.0,6602.0,0.9974834322929382,Sakshi,investors summit,1,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
smctHYWeDAw,2023-03-03,310.0,10.0,5544.0,0.9941211342811584,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
EYzGA4PvBk0,2022-09-17,206.0,0.0,891.0,0.998148798942566,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
QY4Z7T-faKU,2023-03-03,320.0,42.0,9014.0,-0.9994619488716124,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,1
jTr5VISWbu0,2023-03-15,348.0,460.0,210998.0,-0.9964781403541564,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
givp5MuW0f8,2023-03-03,265.0,26.0,4114.0,-0.9995036125183104,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
LiMjssQs_YA,2023-03-05,366.0,11.0,3498.0,0.9974555373191832,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
sHiVqS0krpQ,2023-03-02,143.0,2.0,834.0,0.9979543685913086,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
mKtfZFJ4kTg,2023-03-04,119.0,0.0,1252.0,0.9963215589523317,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
zH5aaRBnsTM,2023-03-18,312.0,169.0,220129.0,-0.9934439659118652,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
I2lP_t8P2BI,2023-03-03,295.0,15.0,2674.0,0.998803734779358,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
XPoJJy6Jolg,2022-09-15,300.0,18.0,5960.0,0.9946139454841614,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
nkMWomgOVcs,2023-03-06,275.0,5.0,1816.0,-0.998932421207428,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
18u1CA7rlEo,2023-03-03,231.0,1.0,3861.0,0.9984607696533204,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
MAWCtTGWMaU,2023-03-04,20995.0,14.0,91845.0,0.997703731060028,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
8DXsWg3AfJY,2023-01-31,69.0,0.0,935.0,0.9981112480163574,TV9,investors summit,0,0,0,0,0,1,0,0,0,0,0
DJPP44jD0yU,2023-03-03,9196.0,6.0,5341.0,0.9976720213890076,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
umqlBPD3LdU,2023-03-03,470.0,2.0,2622.0,0.9909419417381288,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
1TSrokE37wA,2023-03-18,290.0,15.0,4100.0,0.9985983967781068,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
zumk4kkqNoA,2023-01-31,42.0,5.0,901.0,0.9956367611885072,TV5,investors summit,0,0,0,0,0,1,0,0,0,0,0
1pul-aksl20,2023-03-05,220.0,7.0,4586.0,-0.9959469437599182,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
LnAv_FyaSbY,2023-01-31,300.0,10.0,6928.0,-0.9994775652885436,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
LePUzqegPC8,2023-02-01,570.0,21.0,3921.0,0.9985305070877076,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,1
_oCNCIROvXM,2023-03-03,167.0,61.0,30381.0,0.9986782670021056,TV9,investors summit,0,0,0,0,0,1,0,0,0,1,0
_hruQyB-x3c,2023-03-03,401.0,22.0,10749.0,-0.9986057877540588,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
CkGdpquYFFc,2023-02-27,68.0,3.0,2888.0,-0.7231814861297607,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
kmbdNug4hY0,2023-03-28,108.0,6.0,4178.0,-0.9987503290176392,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
wcjn31zT0VY,2023-03-05,244.0,3.0,2105.0,0.9986091256141664,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
UvVTxCzw3Ns,2023-03-03,291.0,18.0,6206.0,0.9988569021224976,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
8YpvdGicCSc,2023-03-04,72.0,81.0,66733.0,0.9983938336372375,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
BqKGhDhWUE0,2023-03-04,302.0,3.0,7626.0,0.9983773231506348,TV9,investors summit,0,0,1,0,0,0,0,0,0,0,0
RLYNDims4kk,2023-02-15,141.0,17.0,3492.0,0.9949404001235962,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
nGDgrn6YifY,2023-03-05,286.0,1.0,641.0,-0.9994699358940125,TV5,investors summit,0,0,0,0,0,1,0,0,0,0,0
PQNGKHjUwpw,2023-03-03,300.0,10.0,2537.0,0.9967156648635864,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
yJbnVNDN4cM,2023-01-06,199.0,3.0,3973.0,-0.9942744374275208,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
deUaKSqKx34,2023-01-18,296.0,1.0,1028.0,-0.997672975063324,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
BrJyd4x5pPw,2023-01-31,160.0,153.0,65591.0,-0.9964911341667176,TV5,investors summit,0,0,0,0,0,1,0,0,0,0,0
okdkTM9D3s8,2023-03-03,200.0,8.0,1996.0,0.984291672706604,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
Au2twr5HpQY,2023-01-31,508.0,31.0,13311.0,-0.9766051769256592,TV5,investors summit,0,0,0,0,0,1,0,0,0,1,0
ImSt6US45Ok,2023-03-05,311.0,7.0,5157.0,-0.9984692931175232,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
zWspXsz0O2k,2023-03-02,242.0,3.0,1944.0,0.9986249208450316,TV9,investors summit,0,0,0,0,0,1,0,0,0,0,0
_-D6-_oBggE,2023-01-30,139.0,54.0,74003.0,-0.9991303086280824,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
BAPqycGgPXw,2023-03-03,134.0,0.0,1212.0,0.9980522394180298,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
6v6-Nf5rIDY,2023-03-04,271.0,8.0,3375.0,-0.990952968597412,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
Dep5_sUh5ig,2022-09-14,392.0,39.0,15791.0,0.9748342037200928,TV5,investors summit,0,0,0,1,0,0,0,0,0,0,0
WXOJnKGoFtE,2023-03-03,276.0,1.0,898.0,0.998798131942749,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
LiWnrqi0_WA,2023-03-04,224.0,5.0,3844.0,0.99849271774292,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
_bDTg31wr9Y,2023-03-04,151.0,0.0,747.0,0.9987685084342957,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
6crIL5clAgU,2023-03-03,119.0,1.0,2512.0,0.9986968636512756,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
clptP70PPrA,2023-03-05,5255.0,3.0,9553.0,-0.9907637238502502,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
8Wp9kWpCkG4,2023-03-07,257.0,3.0,1211.0,0.9945510029792786,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
Y2yu9bD6IXk,2023-03-03,295.0,2.0,3446.0,0.9978729486465454,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
Fd8ITozs9Aw,2023-03-05,334.0,6.0,2150.0,-0.9975402355194092,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
2PqAuK22-xI,2023-03-04,202.0,4.0,2163.0,0.9383047819137572,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
ozK7ckMPXP4,2023-03-11,276.0,2.0,1887.0,0.9974853992462158,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
yFnI5FXniCc,2023-03-04,267.0,6.0,2390.0,0.9949979782104492,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,1
zE40ipSbRxE,2023-03-03,281.0,1.0,1436.0,0.9981048107147216,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
Ce2XpDQ3_IM,2023-03-04,179.0,2.0,569.0,0.9988705515861512,ABN,investors summit,0,0,0,0,0,0,0,1,0,0,0
3z5-TJdPkCc,2023-03-03,275.0,2.0,1488.0,0.9966604709625244,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
ckF_gPDNSbU,2023-03-03,190.0,19.0,4734.0,0.99860817193985,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
QIxEcf80CSc,2023-03-18,317.0,13.0,24820.0,-0.9994750618934632,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
Ifcwk7HqYHs,2023-03-03,147.0,559.0,256597.0,0.9848538637161256,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
JJw53g-4T_Q,2023-03-03,51.0,2.0,2382.0,0.9986151456832886,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
nU3ECFDkVGc,2023-03-03,271.0,5.0,2758.0,0.9984837174415588,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
siEfMx3eSec,2023-02-28,2539.0,2.0,1620.0,0.9920341372489928,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
7LMS7oYjGcs,2023-03-02,273.0,2.0,948.0,0.9979590177536012,TV9,investors summit,0,0,0,0,1,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
ULC9QztnzuQ,2023-03-07,359.0,2.0,2609.0,-0.9963793158531188,Sakshi,investors summit,0,0,1,0,0,0,0,0,0,0,0
nf4QHLhzK6E,2023-03-04,155.0,30.0,19249.0,0.998714804649353,TV5,investors summit,0,0,0,1,0,0,0,0,0,0,1
8FK4NxawH0Q,2023-03-03,4895.0,7.0,190230.0,0.9977935552597046,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
W9Z1OCimdBQ,2022-10-17,326.0,205.0,40864.0,-0.9934242963790894,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
C95aWMIe2Bk,2023-03-03,3885.0,512.0,264445.0,0.9970365762710572,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
mCz-3VIhk-k,2023-03-13,283.0,1.0,3289.0,-0.9967034459114076,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
C8vtQECQqrc,2023-03-03,129.0,0.0,942.0,0.9985839128494264,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
___1hVCH0hA,2023-03-03,87.0,2.0,4526.0,0.9981011748313904,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
8kper4ydNLA,2023-03-04,300.0,8.0,3309.0,0.9972801208496094,Sakshi,investors summit,0,0,0,0,0,0,0,0,1,0,1
wp85up1uwRM,2023-03-03,302.0,34.0,17538.0,0.9987454414367676,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
NCZqjpxHe0g,2023-03-03,343.0,18.0,3754.0,0.99818354845047,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
z_MMxawXtYA,2023-03-08,312.0,2.0,1127.0,0.9980863332748412,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
XUbrbODP8lc,2023-03-02,192.0,4.0,1269.0,-0.9986577033996582,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
iyTMQ01qDTY,2023-03-04,213.0,0.0,1286.0,0.998159110546112,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
gD0xmlEDqoM,2023-03-07,293.0,8.0,1998.0,0.9948760867118835,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
x0Jzkuo3rrM,2023-03-06,276.0,2.0,1954.0,-0.998127281665802,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
vMGfVapRu9w,2023-02-28,106.0,6.0,817.0,0.9984090924263,TV9,investors summit,0,0,0,0,1,0,0,1,0,0,0
u2_w_VAvKxc,2023-03-04,218.0,8.0,4675.0,-0.9994425177574158,TV9,investors summit,0,0,1,0,0,0,0,0,0,1,0
uPSZMAIgYzw,2022-12-28,250.0,0.0,1538.0,0.9935330152511596,Sakshi,investors summit,0,0,0,0,0,0,0,0,1,0,0
3hys12kw2Qk,2023-03-02,140.0,48.0,58572.0,0.9938684105873108,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
hTXEzauvIJU,2023-03-01,220.0,1.0,742.0,0.9865429401397704,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
yXaIG7cjat4,2023-03-28,320.0,11.0,12780.0,0.9890718460083008,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
kZI048O1RZE,2023-02-26,149.0,21.0,6879.0,0.9980611205101012,TV9,investors summit,0,0,0,0,1,0,0,0,0,0,0
2yPonFnjuG0,2023-02-25,185.0,16.0,3064.0,0.9974812865257264,TV9,investors summit,0,0,0,0,1,0,0,1,1,0,0
4VCcvi8iFrM,2023-03-03,296.0,4.0,1630.0,0.9972668886184692,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
Xc5DI4Q0ISY,2023-03-03,371.0,3.0,2540.0,0.9975861310958862,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
VT8tZBR3K4I,2023-03-03,105.0,17.0,30534.0,0.996658205986023,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
vkA_M9aHF8Y,2023-03-03,180.0,2.0,57930.0,-0.98733389377594,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
3WAS1312iXk,2023-03-03,94.0,82.0,33973.0,0.9977121353149414,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
sQPgrLowUOk,2023-02-26,211.0,2.0,1028.0,0.9969186782836914,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
VQJnZV7Rz8o,2023-03-03,183.0,0.0,1358.0,0.9983162879943848,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
dirYyP_mrrY,2023-03-01,137.0,17.0,7015.0,0.9977299571037292,TV9,investors summit,0,0,0,0,0,1,0,0,0,1,0
7QL7A7cesI0,2023-03-04,793.0,28.0,20241.0,0.9984122514724731,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
PfGhc0Vvnj8,2023-03-04,161.0,18.0,7120.0,0.99696546792984,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
lGkY1qSNWic,2023-03-06,172.0,1.0,3758.0,-0.9988927245140076,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
nGNRSJljcMg,2023-03-04,57.0,2.0,906.0,-0.995287537574768,TV5,investors summit,0,0,0,1,0,0,0,0,0,0,0
6vvcngzSaAw,2023-03-07,236.0,4.0,1021.0,0.9988677501678468,TV9,investors summit,0,0,0,0,0,1,0,0,0,0,0
tHWedIrBhz0,2023-03-08,952.0,270.0,160300.0,0.9891111254692078,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
RIA3PezQkBc,2023-03-03,210.0,4.0,3354.0,0.9983616471290588,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
XZ8Uskm4izw,2023-03-08,447.0,10.0,5279.0,-0.9899669885635376,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
9JZRxgeOdR0,2023-03-12,719.0,6.0,1270.0,-0.9932562112808228,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
l03nVSxYqjE,2023-03-03,120.0,16.0,6033.0,0.9987412095069884,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
rudcSaVUym0,2023-03-03,75.0,0.0,594.0,0.9524718523025512,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
N2G9Oh7HXLY,2023-02-09,210.0,1.0,823.0,-0.9885185360908508,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
n_DhSXjwTag,2023-03-04,242.0,7.0,4683.0,0.9949572682380676,TV9,investors summit,0,1,1,0,0,0,1,1,0,0,0
GPnLTXnBr2U,2023-01-31,73.0,30.0,14019.0,0.9961889386177064,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
b-r9hvjntCM,2023-03-04,20.0,1.0,692.0,0.9981124401092528,TV9,investors summit,0,0,1,0,0,1,1,0,0,0,0
aAxDUJF7b-k,2023-03-04,317.0,65.0,32080.0,-0.98874694108963,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
K7CPYMLWloY,2023-01-11,260.0,0.0,1153.0,0.9977824091911316,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
-3KLkBPOclw,2023-03-07,186.0,3.0,5808.0,0.9944660067558287,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
l48wECnKYYg,2023-03-03,294.0,2.0,4080.0,0.9887323379516602,TV9,investors summit,0,0,0,0,0,1,0,0,0,0,0
EXXXYSEOMjU,2023-03-03,294.0,43.0,4628.0,-0.9981176853179932,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
oY9p3u-DYdc,2023-03-05,340.0,5.0,3747.0,0.9981557726860046,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
UNmzaUm1tHQ,2023-03-15,312.0,1.0,815.0,-0.9957003593444824,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
5fs16tLTn14,2023-03-03,218.0,22.0,8269.0,0.9980814456939696,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
oXPIshO9JbI,2023-03-04,262.0,2.0,727.0,0.9975889921188354,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
jHnDeyRllFo,2023-03-03,293.0,0.0,2432.0,0.9978553652763368,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
NonN09aVksQ,2023-01-12,53.0,1.0,1415.0,0.9983810186386108,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
HkCVjX2gitM,2023-03-28,341.0,3.0,1037.0,0.998610258102417,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
aUZl1BRsp3A,2023-02-01,138.0,8.0,2723.0,0.9985631108283995,TV9,investors summit,0,0,0,0,0,1,0,0,0,0,0
rbCLAXG-48U,2023-03-15,314.0,0.0,1387.0,0.9538470506668092,Sakshi,investors summit,1,0,0,0,0,0,0,0,0,0,0
kCZ94Jx5VwY,2023-03-04,80.0,1.0,1207.0,0.9977970123291016,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
nIjkEY3zhps,2023-03-03,143.0,146.0,69474.0,-0.9832628965377808,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
NYjf6PmQ4C8,2023-03-05,147.0,9.0,2970.0,-0.9993557333946228,TV5,investors summit,1,1,0,0,0,0,0,0,0,0,0
b0AJNTOYkn8,2023-03-03,229.0,3.0,2196.0,0.9985601305961608,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
d_8rPwiv_nE,2023-03-08,234.0,2.0,1222.0,-0.999444544315338,ABN,investors summit,0,0,0,0,0,0,0,0,1,0,0
adBzP14yUkA,2023-03-07,309.0,18.0,4691.0,0.646342396736145,Sakshi,investors summit,0,0,1,0,0,0,0,0,1,0,0
LjE0RqzNiRQ,2023-03-04,6080.0,0.0,9094.0,0.9977789521217346,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
54WIANU1Psc,2023-04-17,285.0,14.0,20518.0,-0.9918308854103088,ABN,investors summit,0,0,0,0,0,0,0,0,0,0,0
_Aal5OnHCDY,2022-12-03,355.0,3.0,2884.0,-0.99934583902359,TV5,investors summit,0,0,0,1,0,0,0,0,1,0,0
BoOg0V7LpPA,2023-03-04,219.0,8.0,2376.0,0.9987632036209106,TV9,investors summit,0,0,1,0,0,0,1,0,0,0,0
Jwtkb1kUwJE,2023-03-03,76.0,0.0,2444.0,0.9985722303390504,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
XKO6ypdQ59c,2023-03-03,238.0,0.0,1565.0,0.997853457927704,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
09tIGX571UU,2023-03-04,339.0,7.0,3938.0,0.996748685836792,TV9,investors summit,0,1,1,0,0,0,1,1,0,0,0
zsK6jtIqvng,2023-03-05,327.0,7.0,2724.0,-0.998903512954712,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
Y1TIoQeUaus,2023-03-04,501.0,11.0,2055.0,0.9967798590660096,TV5,investors summit,0,0,0,0,0,0,0,0,0,0,0
wJ9UtVUJqDs,2023-03-03,283.0,23.0,18384.0,0.9968464970588684,TV9,investors summit,0,0,0,0,0,1,0,0,0,0,0
jf0OxUD5nDg,2023-03-03,217.0,42.0,39621.0,0.9978368878364564,TV9,investors summit,0,0,1,0,0,0,0,0,0,0,0
tuccy7l3IBM,2023-01-31,56.0,102.0,32613.0,0.9981812238693236,Sakshi,investors summit,0,0,0,0,0,1,0,0,0,0,0
LKssLThRii4,2023-03-04,477.0,0.0,1229.0,0.9973927736282348,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
wY_iDuvxupo,2023-03-03,204.0,7.0,5177.0,0.9979616403579712,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
9g_jXoWY504,2023-03-05,536.0,18.0,7782.0,0.9953420162200928,Sakshi,investors summit,0,0,0,0,0,0,0,0,0,0,0
Cku1cEIrH70,2022-12-04,170.0,13.0,2389.0,-0.9946194887161256,Sakshi,investors summit,0,0,0,0,1,0,0,1,0,0,0
EFVW_r3vHpw,2023-03-03,277.0,5.0,2491.0,0.9986788630485536,TV9,investors summit,0,0,0,0,0,0,0,1,0,0,0
3p06UyISfo8,2023-03-04,226.0,144.0,64449.0,-0.9981185793876648,Sakshi,investors summit,0,0,0,0,1,0,0,0,0,0,0
Vp079rndX7o,2023-02-26,229.0,7.0,2721.0,-0.9930013418197632,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
39-Vg_wMDBo,2023-03-02,122.0,8.0,5707.0,0.997500479221344,TV9,investors summit,0,0,0,0,0,0,0,0,0,0,0
fu-SDhnTN3s,2023-03-03,262.0,0.0,1480.0,0.9984771609306335,TV9,investors summit,0,0,0,0,0,1,0,0,0,0,0
