ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,vizianagaram_.png,kodur.png,venkatagiri.png,vishakapatnam_west.png,kakinada.png,chintalapudi.png,tadikonda.png,palakollu.png,pulivendula.png,kanigiri.png,singanamala.png,kalayan_durg.png,sattenapalli.png,Venkata_Mahesh.png,vijayawada_east.png,kurupam.png,paderu.png,sambasivarao.png,tekkali.png
w6NtAeG_1TI,2022-02-27,368.0,341.0,185419.0,0.9948561191558838,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wo43EsB1hhY,2023-03-25,219.0,10.0,154499.0,0.992953598499298,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLSDkVTGCQg,2022-06-20,1678.0,5.0,8350.0,0.9839879870414734,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dUM2QL4G4tA,2023-03-08,226.0,0.0,46766.0,-0.9899062514305116,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xG9Q9g5mmF4,2022-12-09,245.0,4.0,2185.0,-0.9947564601898192,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W40Lfqi6ncQ,2023-04-06,132.0,75.0,52051.0,0.9978806972503662,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
okBJy7RtPo4,2022-04-06,66.0,10.0,15540.0,0.995515763759613,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mTO8T84SSLg,2022-10-17,206.0,77.0,17600.0,-0.9984338879585266,Sakshi,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
q-1Awl0QzQg,2023-04-10,121.0,15.0,25310.0,-0.9975616931915284,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hfMyioXUEh4,2023-01-05,177.0,5.0,49964.0,-0.985933482646942,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eqsp8MEc9fo,2022-10-12,316.0,42.0,15494.0,0.998273491859436,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CgSm6ZNaHZA,2022-07-09,290.0,84.0,140439.0,0.9978156089782716,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P9N_bqbVLyU,2022-09-13,75.0,0.0,1052.0,-0.9837819337844848,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7Hih70BRuZc,2022-04-27,119.0,143.0,171631.0,0.9761777520179749,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29fnVgNOIAY,2023-04-06,6755.0,30.0,46335.0,0.9949224591255188,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OQ4eUhm9w7g,2023-02-17,200.0,0.0,641.0,0.9985384941101074,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MrwwA2YlzeI,2023-04-10,206.0,5.0,1215.0,-0.9953100085258484,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yHXtV4BgM_c,2023-01-05,226.0,30.0,164406.0,-0.9968475699424744,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xMMY7zn8Ee8,2022-04-11,139.0,29.0,94620.0,0.9983378648757936,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
LJw9cvS87bY,2022-12-23,161.0,4.0,1170.0,0.9970198273658752,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XCkWpFSp86A,2022-10-06,295.0,1.0,1635.0,-0.99361914396286,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EE4dUvq-pSE,2022-12-16,350.0,1.0,1203.0,-0.998335063457489,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yOBgfP7lRJM,2022-09-07,100.0,6.0,15144.0,0.9919569492340088,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B2qE60laBKQ,2022-12-27,144.0,21.0,41640.0,-0.9978306889533995,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1INQXiIyafI,2023-03-10,50.0,0.0,937.0,-0.9974721074104308,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VR_b3T9Eq8A,2023-04-06,266.0,4.0,762.0,0.9978664517402648,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IpBzKBxJqb0,2023-04-18,69.0,0.0,2829.0,0.993489146232605,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NfGW-7YXB18,2023-04-11,77.0,3.0,11152.0,0.9881795644760132,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
myxLlJ8vRW0,2021-02-16,200.0,0.0,1474.0,0.9917044639587402,Sakshi,Vidadala Rajini,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
MAurcJW6gL0,2023-04-06,146.0,70.0,112132.0,0.9949457049369812,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Z0jVMJA1kyc,2022-09-19,130.0,36.0,21644.0,-0.9889179468154908,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
D8mzgM8hwSM,2023-03-15,161.0,0.0,689.0,0.9788464307785034,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K6vG-5iVHQo,2023-04-06,65.0,13.0,2564.0,0.9976556301116944,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r4YeYR3iw7A,2022-09-13,67.0,12.0,5931.0,0.9965800642967224,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
aDP0ULrPuF4,2022-03-16,1439.0,20.0,12899.0,0.9980610013008118,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3rjSXnHixRk,2022-11-14,460.0,12.0,17671.0,0.9938902854919434,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7uUmno4t4QU,2022-07-08,79.0,41.0,241823.0,0.988730013370514,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yhhjva3QeOU,2022-09-21,290.0,251.0,150741.0,-0.9956900477409364,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TpARAUKZ8zQ,2022-11-25,325.0,3.0,1326.0,-0.9986439347267152,TV5,Vidadala Rajini,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cpayKQ_4Ycc,2023-02-27,126.0,0.0,919.0,0.9923669695854188,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlao6cvaD5g,2023-01-24,212.0,7.0,1241.0,-0.989801824092865,Sakshi,Vidadala Rajini,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
cvdLildnafg,2023-02-18,154.0,16.0,14458.0,0.9665020704269408,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wb2w-sq0jTU,2021-09-17,61.0,16.0,5211.0,0.9982733726501464,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
c9YRKFx5N2g,2022-12-11,188.0,16.0,160629.0,-0.9982125759124756,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nl16wABmJY8,2023-03-09,193.0,0.0,699.0,0.9987568855285645,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
siCAW_mc-fA,2022-11-10,152.0,23.0,16933.0,-0.9919305443763732,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIBMjw94NfE,2019-12-20,284.0,2.0,2154.0,0.9982081651687622,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51AqmRA6r-c,2022-09-21,153.0,282.0,155318.0,-0.9993532299995422,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0770qeSk9gM,2022-08-15,91.0,5.0,5579.0,0.991040050983429,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3_09BPW99Aw,2021-02-18,240.0,9.0,18811.0,-0.997835338115692,Sakshi,Vidadala Rajini,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
VRyxKynRDa8,2023-03-10,130.0,3.0,3608.0,-0.996736466884613,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hw87IVI4a6M,2022-09-20,291.0,61.0,32985.0,-0.9983803033828736,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WGnkgRrXhq0,2023-03-11,97.0,1.0,961.0,-0.9918980598449708,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dQACyQFowWA,2023-01-10,437.0,2.0,801.0,0.991413712501526,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
o8gJdRNp208,2023-03-19,162.0,0.0,390.0,-0.9891856908798218,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
q-xXeTvcK2A,2023-02-13,153.0,165.0,156257.0,0.9964679479599,Sakshi,Vidadala Rajini,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
oXbrsolMg7o,2022-10-15,400.0,33.0,4855.0,0.9983227849006652,TV5,Vidadala Rajini,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Dt8d8bn7qps,2023-01-03,335.0,64.0,60386.0,0.9555421471595764,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
ht-VwfAloZo,2022-04-30,280.0,68.0,25831.0,0.5397605895996094,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0DL1hPQok1g,2023-03-14,213.0,0.0,399.0,-0.9928529858589172,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xHXjP8AfYvE,2022-03-24,94.0,0.0,3573.0,0.998056709766388,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
VncC6I-2aIQ,2023-02-03,289.0,3.0,3153.0,-0.997885286808014,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nulEyLzEND0,2023-01-08,451.0,1.0,3812.0,0.9970134496688844,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mjKoeiNPMmY,2021-02-17,228.0,1.0,4760.0,0.991859257221222,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CWMXg7fvNVI,2022-11-05,298.0,18.0,5707.0,0.9982652068138124,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
kbyfEmNuSd0,2022-12-12,226.0,8.0,86881.0,-0.9348410367965698,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RD5Glz8xwy0,2023-04-11,75.0,4.0,2574.0,0.9971736669540404,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0tRVJsIfpXw,2023-01-16,190.0,2.0,68914.0,0.9967324733734132,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_Tp3hMo3aXM,2022-11-29,215.0,442.0,704523.0,0.994289755821228,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bTBiVwibWTc,2022-09-20,260.0,15.0,3972.0,-0.9982020854949952,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dvwI0NMox0c,2022-07-02,132.0,170.0,62120.0,-0.9919453263282776,Sakshi,Vidadala Rajini,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
I5__sFcrmLU,2023-03-28,199.0,0.0,314.0,-0.9957857728004456,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ImPpFyC3Urk,2023-04-06,159.0,50.0,87267.0,-0.991300642490387,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4pvJEmUaHr4,2022-10-23,245.0,0.0,734.0,0.9988057613372804,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8L1aHGmYAlQ,2023-04-09,160.0,7.0,7112.0,0.9757243990898132,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88Ld34zZzlk,2022-09-21,134.0,7.0,3409.0,-0.9994741082191468,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wlk2x_hHnCI,2022-10-05,95.0,1.0,1237.0,-0.9921091198921204,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6RDx-VuNnG4,2022-09-20,242.0,26.0,20412.0,0.9984700083732604,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Z7T9Xq-Bks,2023-03-13,40.0,253.0,283425.0,0.9988480806350708,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dEt5vltEar4,2023-02-22,209.0,21.0,57764.0,-0.9937352538108826,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ly-CnDcNqj8,2023-01-11,232.0,1.0,1737.0,-0.9896592497825624,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sBlsS4C6Jak,2023-04-06,53.0,161.0,79831.0,0.9983550906181335,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhS81xN5aBU,2023-02-10,32.0,1.0,6448.0,0.9960837364196776,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_PVqXgf_vsc,2023-04-08,175.0,0.0,486.0,0.9987673759460448,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3_DN08IxC8,2023-01-28,318.0,25.0,40555.0,0.9912530779838562,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5QvxplH8CJU,2023-01-20,104.0,2.0,2405.0,0.9966874718666076,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hbFOREkr7JU,2023-02-28,77.0,1.0,5934.0,0.9976661205291748,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5XQADCSXRKo,2023-02-18,58.0,0.0,9278.0,0.989823043346405,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X7_KM0R_0tc,2022-09-14,225.0,0.0,993.0,-0.9677715301513672,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
qTR4viPi69w,2023-04-08,264.0,65.0,120007.0,-0.9982653260231018,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u_AynWG43NQ,2022-12-17,228.0,4.0,69530.0,-0.9956639409065248,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsPM21C-Py4,2022-03-12,90.0,17.0,13868.0,0.9985097050666808,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTKt3o5nXCY,2022-08-11,129.0,31.0,73074.0,0.9914774298667908,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38Ijgsc7ziQ,2022-08-12,96.0,15.0,24197.0,0.9986674785614014,Sakshi,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
l4rG3_EqucQ,2023-02-18,228.0,2.0,1380.0,0.9968845248222352,TV5,Vidadala Rajini,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RoBmbBVUSKY,2022-11-22,265.0,14.0,16065.0,-0.98812335729599,TV5,Vidadala Rajini,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
stkIn2s8M40,2023-01-09,265.0,5.0,5573.0,-0.9883759021759032,TV9,Vidadala Rajini,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUCXYwXCtNg,2022-12-28,193.0,1.0,951.0,0.9988985061645508,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VdyzOsvRfpk,2023-03-29,303.0,68.0,40450.0,-0.9964680671691896,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BoS69KiT0pI,2023-04-06,730.0,137.0,18763.0,0.9979502558708192,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P2gmlLQXyHY,2023-03-01,229.0,2.0,4512.0,-0.924518346786499,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T8zMuVcyIRY,2022-05-27,275.0,233.0,138351.0,-0.9857694506645204,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pPGVAR-PwrM,2022-10-20,161.0,1.0,926.0,0.9985100626945496,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
xbACCC8YT0Y,2022-09-11,100.0,0.0,1469.0,0.9958680868148804,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
l3CaP-T1PFw,2023-03-26,135.0,73.0,99726.0,-0.960948884487152,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QByDymTeAUc,2023-03-23,310.0,73.0,56898.0,0.987217366695404,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATwk5Iu19h4,2023-02-06,188.0,4.0,48692.0,0.9945631623268129,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WrppneniSvE,2022-12-16,200.0,5.0,11937.0,0.9849073886871338,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bKT9iX4ZYZ4,2023-04-17,131.0,0.0,377.0,0.9967967867851256,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GZqaWNNc0Kk,2022-09-16,294.0,165.0,212865.0,-0.9964932799339294,TV5,Vidadala Rajini,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Aklc69rQyKY,2022-12-29,350.0,3.0,3955.0,-0.9988914132118224,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g3NacXzKpmM,2023-03-17,576.0,18.0,26247.0,0.9964534044265748,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1_Xpbo_9VXM,2022-11-10,35.0,195.0,138694.0,-0.9994288086891174,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y0RS4tX7Hgw,2023-04-07,73.0,4.0,1227.0,-0.9953265190124512,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930tNeA9rI4,2022-10-31,90.0,0.0,848.0,-0.9337550401687622,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPQVkH0LQEI,2022-09-06,80.0,0.0,6582.0,0.9960975050926208,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFypGT_ytZM,2022-12-24,252.0,11.0,5873.0,-0.9974550604820251,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
slXF33DzZ7Y,2023-03-03,179.0,0.0,1573.0,0.9970689415931702,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aBvXq6yaX2w,2021-06-29,321.0,15.0,2458.0,0.9956325888633728,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC3ECoje5hU,2022-09-20,507.0,8.0,4793.0,0.9987359642982484,Sakshi,Vidadala Rajini,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
9TSdtLahcoM,2023-03-14,75.0,16.0,3218.0,0.9923640489578248,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
P2U3hkwr0bk,2022-05-28,246.0,77.0,40350.0,0.9941456317901612,Sakshi,Vidadala Rajini,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tvi0YFya4c0,2023-01-09,6180.0,16.0,16512.0,0.99747234582901,ABN,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LC5qeik2oec,2022-09-20,609.0,58.0,45740.0,0.9985395669937134,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U4HhoVOuq0g,2022-04-28,235.0,126.0,164194.0,0.985664129257202,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UVzgSWXoLp4,2023-02-24,124.0,52.0,70203.0,0.9964132905006408,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VYYIieUdnFI,2023-02-09,131.0,150.0,123310.0,0.9883643388748168,ABN,Vidadala Rajini,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Ce1UXIXL30w,2022-10-18,360.0,26.0,23197.0,0.9925731420516968,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-n45JBigVUA,2022-12-28,117.0,5.0,5633.0,-0.9963110089302064,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
S9aRsCQe5uU,2022-10-27,298.0,4.0,1524.0,0.9983723759651184,TV5,Vidadala Rajini,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DbW1EOfM5Uw,2022-11-14,325.0,10.0,3142.0,0.994282841682434,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yg2Pfp02AW8,2023-03-29,66.0,30.0,47453.0,0.9986288547515868,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HYkEecKniCk,2023-03-27,120.0,33.0,11286.0,0.9952303767204284,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
meIg9XJB2JY,2023-04-05,352.0,60.0,73993.0,0.9972730278968812,Sakshi,Vidadala Rajini,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NUQrFUyS48o,2022-08-26,60.0,121.0,247829.0,0.997995376586914,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXyUiq1gdV0,2021-12-16,334.0,1.0,2064.0,0.9970034956932068,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deUaKSqKx34,2023-01-18,296.0,1.0,1028.0,-0.997672975063324,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XESMjDJ1fus,2023-04-06,132.0,5.0,4837.0,0.9983680844306946,Sakshi,Vidadala Rajini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hca6nQni3ms,2023-03-24,151.0,3.0,2174.0,-0.9444840550422668,TV9,Vidadala Rajini,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
