ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,banaganapalle.png,penukonda.png,vizianagaram_.png,vijayawada_l.png,jaggayyapeta.png,kodur.png,venkatagiri.png,alur.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,venkat_krishna.png,palakollu.png,cheepurupali.png,gajapathinagram.png,myudukur.png,Rajam.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,vizianagaram.png,tadepalligudem.png,sambasivarao.png,tekkali.png,kadiri.png,pawan.png
nUtPqMQfJJc,2023-03-26,185.0,228.0,177547.0,-0.998437225818634,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ouO16I7uPSA,2022-09-28,900.0,6.0,2891.0,-0.998062789440155,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gw5Y3U6OFG8,2023-03-12,96.0,13.0,4278.0,0.99154132604599,ABN, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aqjucSeMwUU,2022-12-13,275.0,27.0,21523.0,-0.9994625449180604,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INQGHt73VYg,2023-03-14,63.0,14.0,52528.0,0.9949527978897096,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qGgogPFrtMY,2022-11-15,191.0,620.0,1520587.0,-0.9973663687705994,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bAzgMT-4uvg,2023-03-09,358.0,10.0,491.0,-0.9979934692382812,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vOdkCLMLnuA,2023-01-26,36.0,61.0,21724.0,0.9982424974441528,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tdYR_JYxOIE,2023-03-11,178.0,6.0,1285.0,-0.9986138343811036,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avXDbF8bH9A,2019-12-21,52.0,1.0,385.0,0.9981472492218018,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fmgIYapx6aI,2022-02-03,298.0,74.0,10992.0,-0.995180606842041,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deW7zVp2g8A,2023-03-11,59.0,1.0,2120.0,-0.9942112565040588,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_ZDx640l-mc,2022-09-26,330.0,624.0,326783.0,0.9977095127105712,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o_56miLpKy0,2020-03-15,2272.0,26.0,4609.0,-0.998910903930664,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oYJ7_ZWrY7s,2022-10-06,219.0,15.0,12087.0,-0.9962732791900636,Sakshi, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OA4232GYGnc,2022-12-14,415.0,3.0,1803.0,-0.9551138281822203,ABN, Botsa ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
denvgID86aQ,2022-06-22,227.0,9.0,4719.0,-0.9860689640045166,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CW9YRsO0jcI,2022-05-04,328.0,41.0,10976.0,0.989288568496704,Sakshi, Botsa ,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sCb6NNPqwW0,2023-03-28,190.0,1.0,3693.0,-0.9977534413337708,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rcSEc76j6HI,2023-03-12,136.0,9.0,3199.0,-0.8883428573608398,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPUd24x3U7A,2023-04-12,133.0,4.0,2876.0,-0.9992753863334656,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1rUb54ZUf9E,2023-01-07,1675.0,18.0,5124.0,0.990869641304016,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DVFDKL63wCU,2022-10-16,3440.0,29.0,8136.0,0.9916912317276,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NFy1SkI44E4,2022-09-28,120.0,6.0,1183.0,-0.9987282156944276,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P9MxR68HXD8,2022-12-08,212.0,5.0,623.0,0.9965577721595764,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
wdvUjPh5Nk0,2021-11-16,267.0,23.0,7141.0,0.9966095685958862,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ssgJG0itjYE,2021-11-05,689.0,4.0,736.0,-0.9967904686927797,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_EtRHq_B9E,2022-08-20,324.0,29.0,23858.0,0.9975937008857728,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K2FiSilqIDw,2022-10-16,195.0,1.0,765.0,-0.9988284707069396,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tFELHpGVOb4,2023-03-06,185.0,1.0,864.0,-0.9975894689559937,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
PHaNbGAZ01k,2023-01-09,55.0,3.0,10969.0,-0.9959412813186646,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUthNH9iMVk,2019-06-29,28.0,0.0,2230.0,-0.998408019542694,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y7-VrrA7erM,2022-10-07,3945.0,2.0,5140.0,-0.997201442718506,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7W_4ge80ReI,2022-09-27,198.0,0.0,584.0,-0.9979559183120728,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
qioL9nD4tDs,2023-04-15,112.0,1.0,1357.0,-0.9910815954208374,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oP4-lpaOu-4,2023-03-12,1925.0,0.0,2993.0,0.9891830682754515,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qqYyOXGxneo,2022-07-08,581.0,0.0,1903.0,0.9915137887001038,Sakshi, Botsa ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hl5DZl0AHvA,2023-04-01,195.0,16.0,27724.0,-0.9990689158439636,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p8QvmIRoNVg,2019-06-29,125.0,0.0,7035.0,0.9978081583976746,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KV4lE8oHpe0,2022-09-30,35320.0,15.0,52795.0,0.9959327578544616,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
psocq9Bj99Q,2023-04-09,154.0,3.0,4206.0,-0.9948413968086244,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OiHus3wQHOM,2023-04-12,520.0,14.0,2383.0,0.996494472026825,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pYi1mHhD7MQ,2022-06-23,270.0,4.0,3852.0,0.9958601593971252,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N0dea4zX-oM,2023-01-12,307.0,14.0,6479.0,-0.9911646246910096,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
xFU04-wNwHA,2023-01-25,184.0,5.0,4401.0,0.9971699118614196,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
y7MC3SN9m_c,2023-04-03,257.0,6.0,1596.0,-0.998954176902771,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tHXUOM6WHLc,2023-04-15,198.0,7.0,1546.0,-0.9978368878364564,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
erzSxjp-XW0,2023-01-26,179.0,12.0,1473.0,-0.993498921394348,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qq7GDBdrQZA,2023-03-12,311.0,1.0,743.0,-0.9911701679229736,TV9, Botsa ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yodch1PXT44,2022-12-24,73.0,1.0,582.0,-0.9944382905960084,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_cNOxZ30oLk,2022-10-16,271.0,13.0,1287.0,-0.9987481832504272,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VhMQwoLZ2dw,2023-04-07,57.0,5.0,7350.0,-0.9994900226593018,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DNGewUN6cpY,2022-11-28,247.0,2.0,2437.0,-0.9980806112289428,TV9, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rxPx15B1J0M,2022-12-10,42895.0,13.0,386401.0,-0.9956511855125428,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IgfIj7lGlPg,2022-10-08,288.0,1.0,1315.0,-0.9928887486457824,TV5, Botsa ,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LT_pOPcssBs,2022-10-08,381.0,669.0,366222.0,0.9970718622207642,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mpzPAE47L2k,2022-12-21,146.0,0.0,1031.0,0.9987115859985352,Sakshi, Botsa ,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PLtaSLlh8tg,2022-09-10,264.0,139.0,55565.0,-0.9978087544441224,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KVeLPJsnUzM,2023-03-30,181.0,3.0,18062.0,-0.8859323263168335,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fmMrznAz2O4,2022-09-22,176.0,0.0,1021.0,-0.9994969367980956,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U2F6dinPQhQ,2023-01-26,173.0,31.0,4799.0,-0.9928659200668336,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4Fwariuy-M,2023-02-15,240.0,1.0,889.0,0.9982084035873412,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sMJi4Jsb218,2023-04-08,330.0,14.0,4908.0,-0.989944875240326,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
HuDZhjHDSKg,2023-01-14,201.0,20.0,4681.0,-0.986912727355957,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65Z0zL3zhIw,2022-10-12,305.0,17.0,11038.0,-0.9945922493934632,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7XtmwAPp1gE,2023-01-23,180.0,2.0,1133.0,-0.9926429390907288,TV5, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ryQ8oHNAqWE,2022-12-23,265.0,1.0,1314.0,-0.996996283531189,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CgvJRSUppb0,2023-01-16,282.0,1.0,5850.0,0.9952617883682252,TV9, Botsa ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tTM11ZBamP4,2023-02-28,295.0,11.0,3851.0,-0.9925364255905152,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AJTko3r05Tc,2023-03-08,53.0,2.0,2632.0,-0.9824478030204772,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
u2OpACdRQNw,2022-09-12,260.0,0.0,789.0,0.9936100840568542,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wUlViuRoKqk,2021-02-16,90.0,1.0,1199.0,0.994468092918396,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
cvtnEw2bHzs,2022-11-01,405.0,59.0,28474.0,0.9983684420585632,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ifPbqEs4WO0,2023-01-14,13335.0,1.0,33884.0,0.993139922618866,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jyiGl4zcr9I,2023-03-23,202.0,49.0,44579.0,0.9916381239891052,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jpsi7FXGskw,2023-01-01,139.0,0.0,467.0,0.99400132894516,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJ3DwokNlUM,2022-12-02,133.0,0.0,4563.0,0.9987844824790956,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
d4aGI-G9HVE,2022-12-22,155.0,4.0,6272.0,0.9985345602035522,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xeIg_dtZdTQ,2022-04-19,257.0,37.0,65958.0,0.9969893097877502,Sakshi, Botsa ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7a1inHG7VwA,2023-04-06,100.0,4.0,5235.0,-0.9986631870269777,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HZcMjxcxtpA,2022-10-08,5119.0,52.0,7704.0,0.9958756566047668,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nXnvO2PuZRk,2023-03-15,340.0,1.0,1905.0,0.9949420094490052,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bWnXKNA3618,2022-09-26,120.0,26.0,4576.0,-0.9981808662414552,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5whhgUwwneo,2023-02-25,230.0,18.0,6128.0,-0.9986452460289,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AvZf9IQCgvk,2023-04-22,210.0,5.0,109346.0,-0.9851527214050292,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_rdPd5KS9w,2022-12-31,390.0,8.0,6912.0,-0.996959924697876,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motHb4n8ix4,2022-11-08,64.0,4.0,1519.0,0.9936023354530334,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E3yc2gJMn6I,2023-03-30,225.0,0.0,4872.0,0.9986467957496644,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
laLo9V0imAU,2023-02-08,59.0,19.0,41105.0,0.937522292137146,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vl2Av7MCMa4,2023-04-13,587.0,6.0,2096.0,0.9870854020118712,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SkJJF9GgSL0,2022-11-01,836.0,10.0,3611.0,0.9931117296218872,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6VnYHhs7X0o,2023-02-27,249.0,10.0,13924.0,-0.9841942191123962,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fj21-SKTdf0,2022-04-29,63.0,175.0,33519.0,0.9970769882202148,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YMY3YDa-dRc,2023-04-03,155.0,8.0,1243.0,-0.988288640975952,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kWNvbfDHojs,2023-02-06,303.0,13.0,20479.0,0.9946111440658568,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2sMhhqpFjZs,2022-12-26,104.0,2.0,1963.0,-0.9988114833831788,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
930NE7SECqk,2022-10-04,21185.0,15.0,55806.0,-0.9980983138084412,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lOqpJqX9ldA,2022-09-30,14319.0,11.0,33813.0,0.9901907444000244,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TjaYam4KNfY,2022-10-13,260.0,2.0,917.0,-0.9975441098213196,TV5, Botsa ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
pe2WW67oqfY,2022-10-08,280.0,10.0,4077.0,-0.9919763207435608,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Qi7N9DeaWuo,2022-05-29,399.0,138.0,66175.0,0.9922637939453124,Sakshi, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P4w2irVaV4M,2023-04-13,131.0,6.0,1093.0,0.9984630346298218,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vYYXAarl5cE,2022-10-16,624.0,99.0,7052.0,-0.9868443012237548,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cyv5d4bVKXw,2022-11-29,296.0,1.0,468.0,0.9936326146125792,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qvqHvXXTYKc,2023-02-25,155.0,3.0,4206.0,-0.9971195459365844,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmR7ezkiOc8,2022-03-30,1282.0,50.0,23919.0,0.9899691939353944,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FHliJ7ACFss,2022-10-29,330.0,8.0,4185.0,-0.9929594993591307,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7t-poAJPjTM,2023-03-12,183.0,19.0,5133.0,0.9951673746109008,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N2xeyr8n_pc,2023-03-17,220.0,2.0,894.0,-0.9982383251190186,TV9, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UcHX_A3enj4,2023-02-16,163.0,1.0,2589.0,-0.9964202642440796,TV5, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3zdCEA5WaBA,2022-12-24,75.0,2.0,2328.0,0.9976759552955629,ABN, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N4uu7df3_UE,2022-11-17,372.0,7.0,2588.0,-0.991033971309662,ABN, Botsa ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RMOCy_00mZE,2022-07-25,11426.0,2.0,18639.0,0.9894397854804992,Sakshi, Botsa ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lTCCD-fM3gg,2023-03-15,265.0,7.0,1907.0,-0.999194324016571,TV9, Botsa ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
