ids,upload_date,duration,comment_count,view_count,sentiment,uploader,tags,penukonda.png,vizianagaram_.png,gannavaram_vamsi.png,jaggayyapeta.png,kodur.png,venkatagiri.png,urvakonda.png,vishakapatnam_west.png,kakinada.png,narsapuram_l.png,tadikonda.png,palakollu.png,gajapathinagram.png,pulivendula.png,kanigiri.png,kalayan_durg.png,unguturu.png,sattenapalli.png,Venkata_Mahesh.png,paturi_nagabhusnam.png,nandikotkur.png,tadepalligudem.png,sambasivarao.png,tekkali.png,palakonda.png
lwkTCKby_10,2021-02-16,218.0,0.0,820.0,0.9965217113494872,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
zAcSH9S0uOs,2021-02-13,191.0,5.0,4936.0,0.995061457157135,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
_cibjwQRI-A,2023-01-25,260.0,68.0,38326.0,-0.9922744631767272,ABN,lakshmi parvathi,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
oLNkJBZKMsY,2023-03-22,279.0,21.0,3001.0,-0.9925423860549928,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
JwiSqjxdW4Y,2022-12-03,344.0,20.0,14801.0,0.9987916350364684,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ttOm9Kmz_D0,2023-01-21,100.0,1.0,1319.0,0.9811764359474182,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26LwRPinro8,2022-12-21,78.0,1.0,1625.0,0.9987229704856871,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rj6_78gIRsY,2022-10-07,329.0,8.0,3053.0,-0.9979896545410156,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KyVZQ5QoOLw,2022-09-16,101.0,1.0,2493.0,0.9966159462928772,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C1LP3WMM-nI,2022-03-07,278.0,3.0,2634.0,0.991979718208313,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R8APrH0y-QM,2021-02-16,172.0,2.0,42728.0,0.9951778650283812,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qeLPEc4UA2w,2020-03-06,342.0,0.0,2975.0,0.9980396628379822,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xykzdbL6fA,2022-12-05,173.0,2.0,1468.0,-0.9994369149208068,TV9,lakshmi parvathi,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w3JiAZgqKU4,2023-03-13,131.0,0.0,3115.0,0.9983201622962952,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vAYBTB5NBb0,2023-01-26,169.0,0.0,1396.0,0.9969807267189026,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gaGtzE34u24,2023-03-18,269.0,4.0,3412.0,0.9984285235404968,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRgF89ZNgo8,2022-12-03,40.0,1.0,2640.0,0.9941216111183168,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hQwCBocQ1Xg,2021-02-18,132.0,0.0,1783.0,0.997515082359314,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2_SSNMDk4-k,2023-04-07,273.0,2.0,1134.0,-0.997821569442749,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zKjjCMLCPFU,2022-10-15,243.0,35.0,22322.0,-0.9979416728019714,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nSheSeFBdWA,2022-12-01,256.0,0.0,2105.0,-0.9920097589492798,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
iqK7QYDgSJ8,2022-11-21,262.0,11.0,1413.0,-0.9916582703590392,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wijybJxoujA,2022-12-07,132.0,0.0,1136.0,0.989038109779358,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bm3XsNd0RAQ,2023-01-03,103.0,63.0,15733.0,-0.9871075749397278,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTP8XyE73-Q,2023-01-24,283.0,7.0,2498.0,-0.9914599657058716,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
tOcT_fE_cbA,2022-07-09,230.0,20.0,14346.0,0.9986799359321594,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1wtRM1apoA0,2023-03-29,160.0,3.0,3295.0,-0.994860827922821,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3CCO9I41cFQ,2022-09-13,237.0,2.0,1660.0,-0.9986322522163392,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grIW3b4PzEE,2021-02-20,225.0,0.0,1253.0,0.9968423843383788,Sakshi,lakshmi parvathi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OPQVkH0LQEI,2022-09-06,80.0,0.0,6582.0,0.9960975050926208,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QEkGRV_EScE,2022-11-21,254.0,0.0,2432.0,0.9861149787902832,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g1TRhEoDLDY,2022-09-21,162.0,385.0,253189.0,-0.9980849027633668,TV5,lakshmi parvathi,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aBvXq6yaX2w,2021-06-29,321.0,15.0,2458.0,0.9956325888633728,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lM3LHrMM-O4,2022-07-27,192.0,45.0,43400.0,0.9973537921905518,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CJ77aU3a-Qw,2023-01-01,234.0,0.0,778.0,0.9980886578559875,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HRNbSXRFCik,2023-03-12,328.0,7.0,2941.0,0.9692771434783936,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0eM2arcbWlk,2023-04-03,136.0,6.0,608.0,0.9962921142578124,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kOyqM7Pf9fU,2023-02-10,275.0,1.0,2089.0,-0.9986466765403748,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DEOMKvYdKMc,2021-12-15,205.0,31.0,9005.0,0.9987772107124328,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
x1LyU1onhrw,2021-02-17,140.0,0.0,2603.0,0.9985849857330322,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h52_fXefols,2023-01-15,326.0,3.0,24974.0,-0.997904658317566,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MqRkKFCB3bQ,2023-02-15,184.0,45.0,56768.0,0.997528612613678,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mXFcfg0XDec,2022-12-02,326.0,0.0,408.0,0.9981822967529296,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gDB7qzQKYPE,2022-09-26,335.0,46.0,4233.0,-0.9994376301765442,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GWCpw6JrREw,2023-02-12,148.0,26.0,12113.0,0.998446762561798,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UvVTxCzw3Ns,2023-03-03,291.0,18.0,6206.0,0.9988569021224976,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lOcRNXO3Xhw,2022-12-22,143.0,23.0,3859.0,0.9819617867469788,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vuuhTw-T4CU,2023-04-12,100.0,0.0,1269.0,-0.9989226460456848,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fWMscH3HNTw,2023-02-27,140.0,0.0,467.0,0.9980214834213256,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QrldEOnBvG0,2023-03-25,100.0,0.0,573.0,-0.9926955699920654,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a4yODlMLw20,2021-11-20,32465.0,85.0,216653.0,0.994835376739502,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFJt8zQwsJA,2021-02-21,183.0,0.0,1249.0,0.998317003250122,Sakshi,lakshmi parvathi,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
vQOGUXuqV8s,2023-04-06,65.0,0.0,624.0,0.9984788298606871,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cuvP7-Ny5-U,2023-01-05,313.0,259.0,338776.0,0.9910922646522522,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6LDPEUzPu9k,2022-12-03,73.0,1.0,723.0,0.9986781477928162,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OXyUiq1gdV0,2021-12-16,334.0,1.0,2064.0,0.9970034956932068,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
h9hu0-xGNAE,2022-10-21,248.0,0.0,275.0,-0.995496153831482,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CQO-n4KpBMo,2021-11-20,368.0,0.0,367808.0,-0.990426242351532,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yGwpkv2N8YY,2023-03-13,301.0,17.0,8293.0,-0.9978806972503662,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deUaKSqKx34,2023-01-18,296.0,1.0,1028.0,-0.997672975063324,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CSym1UELcVs,2023-03-22,164.0,21.0,9538.0,0.9980620741844176,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCmXTWh5F2s,2023-03-01,154.0,11.0,29887.0,-0.9982486963272096,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-zcZeOllmJE,2023-01-07,291.0,0.0,902.0,0.9957758784294128,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wbGCw5WvGKg,2023-04-04,223.0,2.0,1202.0,-0.9976231455802916,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v2io_D1GKAU,2021-12-14,714.0,585.0,295684.0,0.9960440397262572,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dDCMqNMZ_xg,2023-04-05,174.0,8.0,3771.0,0.9976874589920044,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maVEDPdEdTQ,2023-01-07,328.0,9.0,2689.0,-0.9982982277870178,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mb4kKJBT9r0,2022-12-02,190.0,5.0,2330.0,-0.9982016086578368,ABN,lakshmi parvathi,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gDBn9R9kobk,2023-01-10,225.0,3.0,2056.0,0.9987049102783204,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SxloH_Px_Mo,2021-02-18,160.0,2.0,2918.0,0.9882798194885254,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toxr0BbS9Ms,2023-03-01,291.0,15.0,3146.0,-0.9985313415527344,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bxRpvtZZlKo,2022-04-07,260.0,14.0,18874.0,0.9978412389755248,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e36e7igrSDE,2022-11-01,188.0,0.0,2227.0,-0.9867141842842102,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-CM-uM7-Big,2022-12-13,228.0,43.0,161596.0,-0.997675359249115,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
fbtANNzzAew,2021-02-25,250.0,2.0,3890.0,0.9977091550827026,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBtytPRL-ok,2022-11-25,171.0,1.0,3127.0,-0.9911850094795228,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7YV7dp_UK1A,2021-02-16,187.0,0.0,716.0,0.9947258830070496,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uxO1FXCK7Yo,2022-03-15,313.0,120.0,24418.0,-0.9983898401260376,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wmLwDyBsZT4,2023-03-04,216.0,2.0,1339.0,-0.996041178703308,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ua2dsSeIwhg,2022-12-03,60.0,2.0,2351.0,-0.9859241843223572,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aF66uCzN4gI,2022-11-13,202.0,59.0,32053.0,0.9967928528785706,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PEazJ0zIHpY,2022-12-26,116.0,0.0,1483.0,-0.9953281879425048,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cO1rS4FE3go,2023-03-14,328.0,1.0,2425.0,0.9956450462341307,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-Thm6FImZEA,2023-04-11,95.0,1.0,1676.0,-0.988564431667328,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGJR6kqs6R0,2023-03-09,297.0,7.0,1749.0,-0.9984232187271118,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHQdihtHwvc,2023-03-29,195.0,30.0,44427.0,0.998410701751709,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GDADEju6UFs,2022-11-07,55.0,0.0,332.0,-0.9924916625022888,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3esm38P0uZo,2022-12-05,208.0,8.0,54572.0,0.9932857155799866,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Y8iHGPCuI-g,2023-03-28,262.0,0.0,346.0,0.997011423110962,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UMeIyDwwHhM,2022-11-24,295.0,5.0,1617.0,-0.6009125113487244,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lwFMEJqsDLI,2022-10-19,336.0,19.0,3425.0,-0.9970136880874634,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AFoK5HgiuNY,2023-03-01,217.0,4.0,2583.0,-0.9984307885169984,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rlxuUkwAMI4,2022-07-29,329.0,28.0,8435.0,0.9847529530525208,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8aPdeIQKppc,2023-03-31,277.0,0.0,677.0,-0.8419522047042847,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDH5lJiJYeU,2022-09-29,120.0,0.0,1360.0,-0.9954662322998048,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4XRrjomH_U,2022-09-26,260.0,17.0,4802.0,-0.9981008172035216,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cScIxnfOfTI,2023-04-17,336.0,3.0,3781.0,-0.998027503490448,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mCz-3VIhk-k,2023-03-13,283.0,1.0,3289.0,-0.9967034459114076,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7AEhBUZBQ3M,2022-12-26,234.0,14.0,9964.0,-0.9968660473823548,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U8ldfBc8jDM,2022-11-27,261.0,1.0,1735.0,-0.9992228746414183,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TzPVwv78_L8,2022-04-29,102.0,24.0,29977.0,0.9968335032463074,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wp85up1uwRM,2023-03-03,302.0,34.0,17538.0,0.9987454414367676,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBfLKD3YBoI,2022-08-03,205.0,42.0,7060.0,0.9855955839157104,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gg8bBm56QNc,2023-04-11,142.0,1.0,471.0,-0.9950001239776612,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WfUlymTfwvw,2022-12-18,39.0,8.0,7974.0,0.9968085885047911,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aHfq2IKqr98,2022-12-21,91.0,9.0,3688.0,0.9987367987632751,Sakshi,lakshmi parvathi,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
UvUvGLAjOEM,2023-04-19,200.0,2.0,2920.0,-0.9956055283546448,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RH4kFdWCNXE,2022-06-10,313.0,1.0,4677.0,0.9969985485076904,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yz24MTLK_iE,2022-08-03,230.0,47.0,17748.0,-0.9968552589416504,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TcfjDZCkmZ4,2022-06-04,614.0,247.0,100551.0,0.997568905353546,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eIswqLtDMg,2023-03-30,69.0,0.0,895.0,0.9984367489814758,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i0aCGgo61Jk,2023-01-05,273.0,1.0,3364.0,-0.975214421749115,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MeTQEkr-Oc4,2022-10-19,132.0,3.0,3820.0,-0.9888582229614258,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2EM-sGDn7UQ,2022-09-26,226.0,169.0,106588.0,-0.998946726322174,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zDEyFexnOq8,2022-09-27,135.0,7.0,1201.0,0.9946596026420592,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xB-d_dpDGoY,2023-03-17,330.0,39.0,66342.0,-0.995071828365326,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0hNsrwvCDnk,2022-10-12,227.0,2.0,675.0,0.9927050471305848,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
wNrAzzH-Hhs,2023-04-04,116.0,0.0,534.0,-0.9955233335494996,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uPSZMAIgYzw,2022-12-28,250.0,0.0,1538.0,0.9935330152511596,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6l6z3YypCzo,2023-03-23,260.0,2.0,763.0,0.9979820251464844,ABN,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC3k4z2DX9k,2021-11-15,318.0,1.0,3488.0,0.9971492886543274,Sakshi,lakshmi parvathi,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
vtoCc48ZeUg,2023-03-20,297.0,6.0,5433.0,-0.9974939823150636,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vfBbyfWm954,2022-09-30,235.0,1.0,1708.0,-0.9981471300125122,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7Gl6C_19Bk,2022-10-06,60.0,0.0,2513.0,-0.9905191659927368,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
btH8QcKw_IQ,2023-04-11,297.0,61.0,34879.0,-0.9970878958702089,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nsbi931axQA,2021-02-16,267.0,0.0,418.0,0.9967024922370912,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oVhnhBzigSQ,2023-04-20,240.0,27.0,34190.0,0.9899309873580932,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
IvkAXsjuIQo,2022-12-22,320.0,1.0,1966.0,0.9959916472434998,TV9,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL1ykvvNUY0,2022-09-26,282.0,307.0,150462.0,0.9810061454772948,TV5,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_YJj0cnltMw,2021-02-15,326.0,0.0,3108.0,0.994706928730011,Sakshi,lakshmi parvathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
